ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Puerperal Sterilization,"ಪ್ರಸವ ಸಂದರ್ಭದ ಸಂತಾನಹರಣ ಶಸ್ತ್ರ ಚಿಕಿತ್ಸೆ, ಹೆರಿಗೆಯಲ್ಲಿ ಸಂತಾನಹರಣ ಶಸ್ತ್ರ ಚಿಕಿತ್ಸೆ",,,,,,,,,
,Purchase grant,ಖರೀದಿ ಅನುದಾನ,,,,,,,,,
,Purchase order,ಖರೀದಿ ಆದೇಶ,,,,,,,,,
,Purchase order value,"ಖರೀದಿ ಆದೇಶದ ಮೌಲ್ಯ, ಖರೀದಿಸುವ ಬೆಲೆ",,,,,,,,,
,Purchasing Authority,"ಖರೀದಿ ಪ್ರಾಧಿಕಾರ, ಖರೀದಿ ಅಧಿಕಾರಿ",,,,,,,,,
,Purport,"ಆಶಯ, ಅಭಿಪ್ರಾಯ, ಸಾರಾಂಶ, ಅರ್ಥ, ತಾತ್ಪರ್ಯ",,,,,,,,,
,Purporting,"ಪರವಾಗಿ, ಬದಲಾಗಿ",,,,,,,,,
,Pursue,"ಅನುಸರಿಸು, ಮುಂದುವರಿಸು",,,,,,,,,
,Purview,"ವ್ಯಾಪ್ತಿ, ಮೇರೆ, ಮಿತಿ",,,,,,,,,
,Put up,"ಸಲ್ಲಿಸು, ಮುಂದಿಡು, ಒಪ್ಪಿಸು",,,,,,,,,
,Quadrennial,"ಚತುರ್ವಾರ್ಷಿಕ, ನಾಲ್ಕುವರ್ಷಕ್ಕೊಮ್ಮೆ",,,,,,,,,
,Quadruplicate,ನಾಲ್ಕು ಪ್ರತಿ,,,,,,,,,
,Qualifying service,ಅರ್ಹ-ಸೇವೆ,,,,,,,,,
,Qualitative check,ಗುಣಾತ್ಮಕ ಪರೀಕ್ಷೆ,,,,,,,,,
,Qualitative execution,ಗುಣಾತ್ಮಕ ಕಾರ್ಯನಿರ್ವಹಣೆ,,,,,,,,,
,Quality control,ಗುಣ ನಿಯಂತ್ರಣ,,,,,,,,,
,Quality plan,ಗುಣಾಧಾರಿತ ಯೋಜನೆ,,,,,,,,,
,Quantitative check,ಪರಿಮಾಣಾತ್ಮಕ ಪರೀಕ್ಷೆ,,,,,,,,,
,Quantum of pension,ಪಿಂಚಣಿಯ ಪ್ರಮಾಣ,,,,,,,,,
,Quarterly returns,ತ್ರೈಮಾಸಿಕ ಸಲ್ಲಿಕೆಗಳು,,,,,,,,,
,Quarterly review,ತ್ರೈಮಾಸಿಕ ಪರಿಶೀಲನೆ,,,,,,,,,
,Quarters,ವಸತಿ ಗೃಹಗಳು,,,,,,,,,
,Quasi-judicial tribunal,ಅರೆನ್ಯಾಯಿಕ ಸ್ವರೂಪದ ನ್ಯಾಯಾಧಿಕರಣ,,,,,,,,,
,Quasi-official,ಅರೆಅಧಿಕಾರ ಸ್ವರೂಪದ,,,,,,,,,
,Questionnaire,ಪ್ರಶ್ನಾವಳಿ,,,,,,,,,
,Quick mail service,ಶೀಘ್ರ/ತ್ವರಿತ ಅಂಚೆ ಸೇವೆ,,,,,,,,,
,Quick transit service,"ಶೀಘ್ರ ಸಾಗಣೆ ವ್ಯವಸ್ಥೆ, ಶೀಘ್ರ ಸಾಗಾಣಿಕೆ ವ್ಯವಸ್ಥೆ",,,,,,,,,
,Quorum,"ನಿರ್ದಿಷ್ಟ ಸಂಖ್ಯೆ, ನಿರ್ದಿಷ್ಟ ಮಿತಿ, ಕೋರಂ",,,,,,,,,
,Quotation,"ಉದ್ಧರಣ, ದರಸೂಚಿ",,,,,,,,,
,Quoted price,"ಉದ್ಧೃತ ದರ, ಸೂಚಿತ ದರ, ಹೇಳಿದ ದರ, ಕೋಟ್‌ ಮಾಡಿದ ದರ",,,,,,,,,
,R. R. Number,"ಕಂದಾಯ ನೋಂದಣಿ ಸಂಖ್ಯೆ, ಆರ್‌.ಆರ್‌. ಸಂಖ್ಯೆ",,,,,,,,,
,Radial,"ಬಾಗಿದ, ವಕ್ರ ರೇಖೆಯ, ತ್ರಿಜ್ಯಮಾರ್ಗ",,,,,,,,,
,Radiation,ವಿಕಿರಣ,,,,,,,,,
,Radiology,ವಿಕಿರಣ ಶಾಸ್ತ್ರ,,,,,,,,,
,Railway crossing,ರೈಲುಹಳಿ/ದಾಟು/ಹಾಯಿದಾರಿ,,,,,,,,,
,Ramming,ಧಮ್ಮಸ್ಸು,,,,,,,,,
,Random,"ಮನಸೋ ಇಚ್ಛೆ, ತೋಚಿದಂತೆ, ಇಚ್ಛಾನುಸಾರ, ಯಾದೃಚ್ಛಿಕ",,,,,,,,,
,Random check,"ಮನಸೋ ಇಚ್ಛೆ ತಪಾಸಣೆ, ಸ್ವೇಚ್ಛೆಯ ತಪಾಸಣೆ, ಯಾದೃಚ್ಛಿಕ ತಪಾಸಣೆ",,,,,,,,,
,Rank,"ದರ್ಜೆ, ರ್ಯಾಂಕು",,,,,,,,,
,Rate contract,ದರ ಒಪ್ಪಂದ,,,,,,,,,
,Rate of interest,ಬಡ್ಡಿ ದರ,,,,,,,,,
,Rate of return,ಮರುಗಳಿಕೆ ದರ,,,,,,,,,
,Rated capacity,ನಿರ್ಧಾರಿತ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Rated load,ನಿರ್ಧಾರಿತ ಹೊರೆ,,,,,,,,,
,Ratification,"ಅನುಸಮರ್ಥನೆ, ಸ್ಥಿರೀಕರಣ",,,,,,,,,
,Ratified,"ಸ್ಥಿರೀಕರಿಸಿದ, ಅನುಸಮರ್ಥಿತ",,,,,,,,,
,Rating of installation,ಸ್ಥಾಪನದ ಸಾಮರ್ಥ್ಯ ನಿರ್ಧಾರಣ,,,,,,,,,
,Rating report,ಸಾಮರ್ಥ್ಯ ನಿರ್ಧಾರಣಾ ವರದಿ,,,,,,,,,
,Rational basis,ವಿವೇಚನಾತ್ಮಕ ಆಧಾರ,,,,,,,,,
,Rationalization,"ತರ್ಕ, ತಾರ್ಕಿಕ",,,,,,,,,
,Raw material price,ಕಚ್ಚಾ ಸಾಮಗ್ರಿ ಬೆಲೆ,,,,,,,,,
,Raw materials,ಕಚ್ಚಾ ಸಾಮಗ್ರಿಗಳು,,,,,,,,,
,Re-allocation,ಮರುಹಂಚಿಕೆ,,,,,,,,,
,Re-appointment,"ಪುನರ್ನೇಮಕಾತಿ, ಮರುನೇಮಕಾತಿ",,,,,,,,,
,Re-appropriation,"ಪುನರ್ವಿನಿಯೋಗ, ಮರು-ವಿನಿಯೋಗ",,,,,,,,,
,Re-categorisation,ಪುನರ್ವರ್ಗೀಕರಣ,,,,,,,,,
,Re-connection charge,ವಿದ್ಯುತ್‌ ಪುನಸ್ಸಂಪರ್ಕ ಶುಲ್ಕ,,,,,,,,,
,Re-crimpling,ಮತ್ತೆ ಬಗ್ಗಿಸುವುದು,,,,,,,,,
,Re-employed pensioner,ಮರುನೇಮಕಗೊಂಡ ಪಿಂಚಣಿದಾರ,,,,,,,,,
,Re-employment,"ಮರುನೇಮಕಾತಿ, ಪುನರ್‌ ನೇಮಕಾತಿ",,,,,,,,,
,Re-erection,ಪುನಃ ಸ್ಥಾಪನೆ,,,,,,,,,
,Re-fixation,"ಪುನರ್ನಿಗದೀಕರಣ, ಪುನರ್ನಿರ್ಧಾರಣೆ",,,,,,,,,
,Re-nomination,ಪುನರ್ನಾಮನಿರ್ದೇಶನ,,,,,,,,,
,Re-rating,ಪುನರ್‌ ಸಾಮರ್ಥ್ಯ ನಿರ್ಧಾರಣ,,,,,,,,,
,Re-useable waste,ಮರುಬಳಕೆ ರದ್ದಿ,,,,,,,,,
,Reactive compensation study,ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ ಪರಿಹಾರ ಅಧ್ಯಯನ,,,,,,,,,
,Reactor,ರಿಯಾಕ್ಟರ್‌,,,,,,,,,
,Ready reckoner,ಸಿದ್ಧ ಗಣಕ,,,,,,,,,
,Ready reference,"ಸಿದ್ಧ ಉಲ್ಲೇಖ, ತುರ್ತು ಅವಗಾಹನೆ, ತತ್‌ಕ್ಷಣದ ಮಾಹಿತಿ",,,,,,,,,
,Realisation,"ಸಾಧಿತ ಸ್ವೀಕಾರ, ಕೈಗೂಡಿಕೆ",,,,,,,,,
,Reappointment,"ಪುನರ್ನೇಮಕ, ಮರುನೇಮಕಾತಿ",,,,,,,,,
,Reassessment,"ಮರುಮೌಲ್ಯೀಕರಣ, ಪುನರ್ಮೌಲ್ಯನ",,,,,,,,,
,Rebate,ರಿಯಾಯಿತಿ,,,,,,,,,
,Rebore,"ಮರುಕೊರೆತ, ಮರುಬೈರಿಗೆ",,,,,,,,,
,Recall from leave,"ರಜೆಯಿಂದ ಕೆಲಸಕ್ಕೆ ಮರುಕರೆ, ರಜೆಯಿಂದ ಹಿಂದಕ್ಕೆ ಕರೆ",,,,,,,,,
,Recanalisation,ಪುನರ್‌ ಸಂತಾನಕಾರಕ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ,,,,,,,,,
,Receipt voucher,"ಸ್ವೀಕೃತಿ ಓಚರ್‌, ರಸೀತಿ ಓಚರು",,,,,,,,,
,Receiving station,ಸ್ವೀಕರಣ ಕೇಂದ್ರ,,,,,,,,,
,Receptacle,ಆಶ್ರಯ ಸ್ಥಾನ,,,,,,,,,
,Recipient,"ಪಡೆದುಕೊಳ್ಳುವವನು, ಸ್ವೀಕರ್ತ, ಪಡೆದವ",,,,,,,,,
,Recipient’s pay,"ಪ್ರತಿಗ್ರಾಹಕನ ವೇತನ, ಸ್ವೀಕರ್ತನ ವೇತನ",,,,,,,,,
,Reciprocal,ಪರಸ್ಪರ,,,,,,,,,
,Reciprocal rights,ಪರಸ್ಪರ ಹಕ್ಕುಗಳು,,,,,,,,,
,Reclaimed oil,"ಶುಚಿಗೊಳಿಸಿದ ತೈಲ, ಮರುಬಳಕೆ ತೈಲ",,,,,,,,,
,Recommendation,ಶಿಫಾರಸು,,,,,,,,,
,Reconciled figures,"ಹೊಂದಾಣಿಕೆ ಮಾಡಲ್ಪಟ್ಟ ಅಂಕಿಅಂಶಗಳು, ಸಮನ್ವಯ ಮಾಡಲ್ಪಟ್ಟ ಅಂಕಿಅಂಶಗಳು",,,,,,,,,
,Reconciliation,"ಸಮನ್ವಯ, ಹೊಂದಿಕೆ, ಸಂಧಾನ",,,,,,,,,
,Reconciliation of accounts,ಲೆಕ್ಕಗಳ ಹೊಂದಾಣಿಕೆ,,,,,,,,,
,Reconciliation statement,ಹೊಂದಾಣಿಕೆ ವಿವರಪತ್ರ,,,,,,,,,
,Reconciling the store differences,ಉಗ್ರಾಣ ಸಾಮಗ್ರಿ ವ್ಯತ್ಯಾಸಗಳ ಹೊಂದಾಣಿಕೆ,,,,,,,,,
,Reconductoring,ಪುನರ್ವಾಹಕಗೊಳಿಸುವುದು,,,,,,,,,
,Reconsideration,"ಮರುಪರಿಶೀಲನೆ, ಪುನರ್‌ ಪರಿಶೀಲನೆ, ಮರುಪರಿಗಣನೆ",,,,,,,,,
,Reconvey,"ಮತ್ತೆ ವಹಿಸಿಬಿಡು, ಮರಳಿ ವಹಿಸು",,,,,,,,,
,Reconveyance,"ಮತ್ತೆ ವಹಿಸಿಕೊಡುವುದು, ಮತ್ತೆ ಹಸ್ತಾಂತರಿಸುವುದು",,,,,,,,,
,Record keeper,"ದಾಖಲೆ ಪಾಲಕ, ರಿಕಾರ್ಡ್‌ ಕೀಪರ್‌",,,,,,,,,
,Record of rights,"ಹಕ್ಕು ದಾಖಲಾತಿ, ಹಕ್ಕು ದಾಖಲೆ",,,,,,,,,
,Record of service,ಸೇವಾ ದಾಖಲೆ,,,,,,,,,
,Recounting of materials,ಸಾಮಗ್ರಿಗಳ ಮರುಎಣಿಕೆ,,,,,,,,,
,Recoup,"ಭರ್ತಿ ಮಾಡು, ತುಂಬಿಕೊಡು",,,,,,,,,
,Recover,"ಮರಳಿಪಡೆ, ವಸೂಲು ಮಾಡು, ಪುನಃ ಸ್ವಾಧೀನಪಡಿಸಿಕೊ",,,,,,,,,
,Recruitment and Promotion regulation,ನೌಕರಿಭರ್ತಿ ಮತ್ತು ಪದೋನ್ನತಿ ನಿಬಂಧನೆ/ವಿನಿಯಮ,,,,,,,,,
,Recruitment rules,"ನೌಕರಿಭರ್ತಿ ನಿಯಮಗಳು, ನೇಮಕಾತಿ ನಿಯಮಗಳು",,,,,,,,,
,Rectification,"ಸರಿಪಡಿಸುವಿಕೆ, ಕ್ರಮಗೊಳಿಸುವಿಕೆ",,,,,,,,,
,Recurring,"ಪುನರಾವರ್ತನ, ಮತ್ತೆಮತ್ತೆ ಬರುವ",,,,,,,,,
,Redemption,"ಬಿಡುಗಡೆ, ವಿಮೋಚನೆ",,,,,,,,,
,Redemption premium,"ವಿಮೋಚನಾ ಪ್ರೀಮಿಯಂ, ಬಿಡುಗಡೆ ಸಂಭಾವನೆ",,,,,,,,,
,Redistribution,"ಪುನರ್ವಿತರಣೆ, ಮರು ಹಂಚಿಕೆ",,,,,,,,,
,Redraft,"ತಿದ್ದಿದ ಕರಡು, ಕರಡು ತಿದ್ದಿಬರೆ",,,,,,,,,
,Redress,"ನಿವಾರಿಸು, ಪರಿಹರಿಸು, ಸರಿಪಡಿಸು",,,,,,,,,
,Reduced load,ಕಡಿಮೆಗೊಳಿಸಿದ ಹೊರೆ,,,,,,,,,
,Reduced rate,ಇಳಿಸಿದ ದರ,,,,,,,,,
,Reduction of losses in line,ಮಾರ್ಗ ನಷ್ಟದ ಇಳಿತ,,,,,,,,,
,Reduction to lower post,ಕೆಳಗಿನ ಹುದ್ದೆಗೆ ಹಿಂಬಡತಿ,,,,,,,,,
,Reduction to lower stage,ಕೆಳಗಿನ ಹಂತಕ್ಕೆ ಹಿಂಬಡತಿ,,,,,,,,,
,Reeve,ರಂಧ್ರ ಅಥವಾ ಕಿಂಡಿಯಲ್ಲಿ ತೂರಿಸು,,,,,,,,,
,Reference,ಉಲ್ಲೇಖ,,,,,,,,,
,Refilling,ಮತ್ತೆ ತುಂಬಿಸು,,,,,,,,,
,Refrain,"ಹಿಂಜರಿ, ಸಹಿಸು, ನಿಗ್ರಹಿಸು, ನಿವಾರಿಸು",,,,,,,,,
,Refresher course,"ಪುನಶ್ಚೇತನ ತರಬೇತಿ, ಪುನರ್‌ ಮನನ ಶಿಕ್ಷಣ, ಪುನಶ್ಚೇತನ ವ್ಯಾಸಂಗ",,,,,,,,,
,Refund,"ಮರುಪಾವತಿ, ಹಣವಾಪಸಾತಿ",,,,,,,,,
,Refund of revenue,ಕಂದಾಯ ಮರುಪಾವತಿ,,,,,,,,,
,Refused leave,"ತಿರಸ್ಕೃತ ರಜೆ, ನಿರಾಕರಿಸಿದ ರಜೆ",,,,,,,,,
,Regional stores,ಪ್ರಾಂತೀಯ ಉಗ್ರಾಣ,,,,,,,,,
,Register of message,ಸಂದೇಶ ಪುಸ್ತಕ,,,,,,,,,
,Registered post-acknowledgment due,ತಲುಪೊಪ್ಪಿಗೆ ಸಹಿತ ನೋಂದಾಯಿತ ಅಂಚೆ,,,,,,,,,
,Registered practitioner,ನೋಂದಾಯಿತ ವೈದ್ಯ,,,,,,,,,
,Registration of firms,ಸಂಸ್ಥೆಗಳ ನೋಂದಣಿ,,,,,,,,,
,Regular claimant,"ಕ್ರಮಬದ್ಧ ವಾರಸುದಾರ, ಕ್ರಮಬದ್ಧ ಹಕ್ಕುದಾರ, ನಿಯತ ಹಕ್ಕುದಾರ",,,,,,,,,
,Regular establishment,ನಿಯತ ಸಿಬ್ಬಂದಿ,,,,,,,,,
,Regulation,"ನಿಬಂಧನೆ, ವಿನಿಯಮ",,,,,,,,,
,Regulation of pay,ವೇತನದ ಕ್ರಮಬದ್ಧತೆ,,,,,,,,,
,Rehabilitation,"ಪುನಃಸ್ಥಾಪನ, ಪುನರ್ವಸತಿ",,,,,,,,,
,Rehabilitation department,ಪುನರ್ವಸತಿ ಇಲಾಖೆ,,,,,,,,,
,Reinforce,"ಬಲಪಡಿಸು, ಭದ್ರಪಡಿಸು",,,,,,,,,
,Reinstate,"ಪುನರ್‍ ನೇಮಿಸು, ಪುನರ್‌ ಸ್ಥಾಪಿಸು, ಮರುನೇಮಿಸು",,,,,,,,,
,Rejection of tenders,ಟೆಂಡರುಗಳ ನಿರಾಕರಣೆ,,,,,,,,,
,Rejoinder,ಪ್ರತ್ಯುತ್ತರ,,,,,,,,,
,Relay,"ಅನುಪ್ರಸಾರ, ಮರುಪ್ರಸಾರ",,,,,,,,,
,Relay calibration,"ರಿಲೇ ನಿಖರತೆ, ಅನುಪ್ರಸಾರವನ್ನು ಕ್ರಮಗೊಳಿಸುವುದು",,,,,,,,,
,Relay coordination,"ರಿಲೇ ಸಮನ್ವಯ, ಅನುಪ್ರಸಾರದ ಸಮನ್ವಯ",,,,,,,,,
,Relay panel,"ಪ್ರತಿಸಾರಕ ಪ್ಯಾನೆಲ್ಲು, ರಿಲೇ ಪ್ಯಾನೆಲ್ಲು, ಅನುಪ್ರಸಾರಕ ಪ್ಯಾನೆಲ್ಲು",,,,,,,,,
,Relay testing,"ರಿಲೇ ಪರೀಕ್ಷೆ, ಅನುಪ್ರಸಾರದ ಪರೀಕ್ಷೆ",,,,,,,,,
,Release warrant,ಬಿಡುಗಡೆ ವಾರಂಟು,,,,,,,,,
,Released assets,ವಿಮುಕ್ತಿಗೊಳಿಸಿದ ಆಸ್ತಿಗಳು,,,,,,,,,
,Relevant data,"ಸಂಬದ್ಧ ಮಾಹಿತಿ, ಸಂಬಂಧಿತ ಮಾಹಿತಿ",,,,,,,,,
,Relevant factor,"ಸಮಂಜಸ ಅಂಶ, ಪ್ರಸಕ್ತ ಅಂಶ",,,,,,,,,
,Relevant particulars,"ಸಂಬದ್ಧ ವಿವರಣೆಗಳು, ಪ್ರಸಕ್ತ ವಿವರಣೆಗಳು",,,,,,,,,
,Relevant regulations,"ಸಂಬದ್ಧ ನಿಬಂಧನೆಗಳು, ಸಂಬದ್ಧ ವಿನಿಯಮಗಳು",,,,,,,,,
,Reliability,"ವಿಶ್ವಸನೀಯತೆ, ನಂಬಿಕೆ, ಯೋಗ್ಯತೆ, ಭರವಸೆ",,,,,,,,,
,Relief works,ಪರಿಹಾರ ಕಾಮಗಾರಿಗಳು,,,,,,,,,
,Relieve,"ಬಿಡುಗಡೆ ಮಾಡು, ಮುಕ್ತಗೊಳಿಸು",,,,,,,,,
,Relinquish,"ತ್ಯಜಿಸು, ಪರಿತ್ಯಜಿಸು, ಬಿಟ್ಟುಬಿಡು",,,,,,,,,
,Remark,ಷರಾ,,,,,,,,,
,Remedial action/measure,ಪರಿಹಾರ ಕ್ರಮ,,,,,,,,,
,Remedy,ಪರಿಹಾರ,,,,,,,,,
,Reminder,"ನೆನಪಿನ ಪತ್ರ, ನೆನಪೋಲೆ",,,,,,,,,
,Remittance,"ಹಣ ರವಾನೆ, ಹಣ ಸಂದಾಯ",,,,,,,,,
,Remittance register,ಪಾವತಿ ಪುಸ್ತಕ,,,,,,,,,
,Remote,"ದೂರದ, ಹತ್ತಿರವಲ್ಲದ",,,,,,,,,
,Remove,"ತೆಗೆ, ಕಳಚು",,,,,,,,,
,Remuneration,ಸಂಭಾವನೆ,,,,,,,,,
,Renew,ನವೀಕರಿಸು,,,,,,,,,
,Renewable energy,ನವೀಕರಿಸಬಹುದಾಗಿರುವ(ಶಕ್ತಿ)ಇಂಧನ,,,,,,,,,
,Renewal of currency,ಚಲಾವಣೆಯ ಪುನರ್ನವೀಕರಣ,,,,,,,,,
,Renovation,ನವೀಕರಣ,,,,,,,,,
,Rent rules,ಬಾಡಿಗೆ ನಿಯಮಗಳು,,,,,,,,,
,Reorganization,"ಪುನರ್ವ್ಯವಸ್ಥೆ, ಪುನರ್‌-ಸಂಘಟನೆ",,,,,,,,,
,Repair bay,ದುರಸ್ತಿ ಆವರಣ,,,,,,,,,
,Repairs and replacements,ದುರಸ್ತಿಗಳು ಮತ್ತು ಬದಲಾವಣೆಗಳು,,,,,,,,,
,Repatriate,"ಹಿಂತಿರುಗಿಸು, ಮರಳಿಸು, ವಾಪಸ್ಸು ಕಳುಹಿಸು",,,,,,,,,
,Repatriation,"ಮರಳಿಸು, ಯಥಾಸ್ಥಾನಕ್ಕೆ ತರುವುದು",,,,,,,,,
,Repayment,"ಮರುಸಂದಾಯ, ಮರುಪಾವತಿ",,,,,,,,,
,Repeal,ರದ್ದುಮಾಡು,,,,,,,,,
,Repercussion,ಅನಂತರದ ಪರಿಣಾಮ,,,,,,,,,
,Replenishment,"ಮತ್ತೆ ತುಂಬುವುದು, ಪುನಃ ಭರ್ತಿ ಮಾಡುವುದು",,,,,,,,,
,Replica,"ಪ್ರತಿರೂಪ, ಯಥಾಕೃತಿ",,,,,,,,,
,Reprehensible,"ಆಕ್ಷೇಪಾರ್ಹ, ಖಂಡನೀಯ",,,,,,,,,
,Representation,"ಮನವಿ, ನಿವೇದನೆ, ಪ್ರಾತಿನಿಧ್ಯ",,,,,,,,,
,Reproductive age group,ಸಂತಾನೋತ್ಪತ್ತಿ ವಯೋಮಾನ,,,,,,,,,
,Repugnant,"ಹೊಂದಿಕೆಯಾಗದ, ಅಸಂಗತ, ಪ್ರತಿಕೂಲ, ವಿರುದ್ಧ",,,,,,,,,
,Requisition,"ಆಜ್ಞಾ ಕೋರಿಕೆ, ಅಧಿಯಾಚನೆ",,,,,,,,,
,Rescind,"ರದ್ದುಗೊಳಿಸು, ವಜಾ ಮಾಡು, ಹಿಂತೆಗೆದುಕೊ",,,,,,,,,
,Research,ಸಂಶೊಧನೆ,,,,,,,,,
,Research and development,ಸಂಶೋಧನೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ,,,,,,,,,
,Research wing,ಸಂಶೋಧನ ವಿಭಾಗ,,,,,,,,,
,Reservation charge,ಕಾದಿರಿಸುವಿಕೆ ಶುಲ್ಕ,,,,,,,,,
,Reservation of rights,ಹಕ್ಕುಗಳ ಕಾಯ್ದಿರಿಸುವಿಕೆ,,,,,,,,,
,Reserve fund,ಮೀಸಲು ನಿಧಿ,,,,,,,,,
,Reserve staff,ಮೀಸಲು ಸಿಬ್ಬಂದಿ,,,,,,,,,
,Reservoir level,"ಜಲಾಶಯದ ಮಟ್ಟ, ಜಲಾಶಯದ ನೀರಿನ ಮಟ್ಟ",,,,,,,,,
,Residential quarters,ವಸತಿ ಗೃಹಗಳು,,,,,,,,,
,Resign,"ರಾಜೀನಾಮೆ ನೀಡು, ಪದತ್ಯಾಗ ಮಾಡು",,,,,,,,,
,Resignation,ರಾಜೀನಾಮೆ,,,,,,,,,
,Resistance,ಪ್ರತಿರೋಧ,,,,,,,,,
,Resistor,"ಪ್ರತಿರೋಧಕ, ರೆಸಿಸ್ಟರ್‌",,,,,,,,,
,Resolution,ನಿರ್ಣಯ,,,,,,,,,
,Resources,ಸಂಪನ್ಮೂಲಗಳು,,,,,,,,,
,Respondent,ಪ್ರತಿವಾದಿ,,,,,,,,,
,Responsibility,"ಜವಾಬ್ದಾರಿ, ಹೊಣೆಗಾರಿಕೆ",,,,,,,,,
,Rest house,ವಿಶ್ರಾಂತಿ ಗೃಹ,,,,,,,,,
,Restoration,"ಪೂರ್ವಸ್ಥಿತಿಗೆ ತರುವುದು, ಪುನಃಸ್ಥಾಪನೆ",,,,,,,,,
,Restructuring account,ಪುನರ್ರೂಪಿತ ಲೆಕ್ಕ,,,,,,,,,
,Resume,ಪುನಃ ವಹಿಸಿಕೊ,,,,,,,,,
,Resuscitation,ಪುನಶ್ಚೇತನಗೊಳಿಸು,,,,,,,,,
,Retain,"ಇಟ್ಟುಕೊ, ಉಳಿಸಿಕೊ, ನಿಲ್ಲಿಸಿಕೊ",,,,,,,,,
,Retainer fee,"ಮುಂಗೊತ್ತು ಶುಲ್ಕ, ಗೊತ್ತುಪಡಿಸಿಕೊಂಡ ಶುಲ್ಕ",,,,,,,,,
,Retard,"ನಿಧಾನವಾಗಿಸು, ವಿಳಂಬಮಾಡು",,,,,,,,,
,Retention,"ಉಳಿಕೆ, ನಿಲುಗಡೆ, ಧಾರಣ ಶಕ್ತಿ",,,,,,,,,
,Rethought,ಪುನರಾಲೋಚನೆ,,,,,,,,,
,Retire,"ನಿವೃತ್ತಿ, ನಿವೃತ್ತನಾಗು",,,,,,,,,
,Retired assets,ಕಾರ್ಯವಿಮುಕ್ತ ಆಸ್ತಿಗಳು,,,,,,,,,
,Retirement from service,ಸೇವೆಯಿಂದ ನಿವೃತ್ತಿ,,,,,,,,,
,Retirement gratuity,ನಿವೃತ್ತಿ ಉಪದಾನ,,,,,,,,,
,Retiring pension,"ನಿವೃತ್ತಿ ವೇತನ, ಪಿಂಚಣಿ, ವಿಶ್ರಾಂತಿವೇತನ",,,,,,,,,
,Retotalling,ಮರು-ಕೂಡಿಕೆ,,,,,,,,,
,Retreading,"ಮರುಬಳಕೆಗೆ ಯೋಗ್ಯವಾಗಿಸುವುದು, ರಿಟ್ರೇಡ್‌ ಮಾಡುವುದು",,,,,,,,,
,Retrench,"ತೆಗೆದುಹಾಕು, ವಜಾ ಮಾಡು",,,,,,,,,
,Retrenchment compensation,"ವಜಾ ಪರಿಹಾರ, ಕೆಲಸದಿಂದ ತೆಗೆದುದಕ್ಕೆ ಪರಿಹಾರ",,,,,,,,,
,Retrofilling,ಪುನರ್ಜೋಡಣೆ,,,,,,,,,
,Retrospective adjustment,ಪೂರ್ವಾನ್ವಯ ಹೊಂದಾಣಿಕೆ,,,,,,,,,
,Retrospective effect,"ಹಿಂದಿನಿಂದ ಜಾರಿಗೆ ಬರುವುದು, ಪೂರ್ವಾನ್ವಯ ಪರಿಣಾಮ",,,,,,,,,
,Retrospective reworking,ಪೂರ್ವಾನ್ವಯ ಪುನರ್‌ಲೆಕ್ಕಾಚಾರ,,,,,,,,,
,Return,"ಪ್ರತಿಫಲ, ಹಿಂತಿರುಗಿಸು, ಸಲ್ಲಿಕೆ",,,,,,,,,
,Return article invoice,ಹಿಂದಿರುಗಿಸಿದ ಸರಕು ಪಟ್ಟಿ,,,,,,,,,
,Return from leave,ರಜೆಯಿಂದ ಹಿಂದಿರುಗುವುದು,,,,,,,,,
,Revaluation,ಪುನರ್ಮೌಲ್ಯಮಾಪನ,,,,,,,,,
,Revenue account,"ಕಂದಾಯದ ಲೆಕ್ಕ, ಆದಾಯ ಲೆಕ್ಕ, ಕಂದಾಯದ ಲೆಕ್ಕಾಚಾರ, ರಾಜಸ್ವ ಲೆಕ್ಕ",,,,,,,,,
,Revenue analysis,ಕಂದಾಯ ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,Revenue assessment,ಕಂದಾಯ ನಿರ್ಧಾರಣ,,,,,,,,,
,Revenue census village,"ಕಂದಾಯ-ಗಣತಿ ಹಳ್ಳಿ, ಜನಗಣತಿ ಹಳ್ಳಿ",,,,,,,,,
,Revenue ledger account,"ಕಂದಾಯ ಖಾತೆ ಲೆಕ್ಕ, ರೆವಿನ್ಯೂ ಖಾತೆ ಲೆಕ್ಕ",,,,,,,,,
