ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Mooring,ಹಡಗು / ದೋಣಿ ಇತ್ಯಾದಿ ಕಟ್ಟಿಹಾಕುವುದು,,,,,,,,,
,Mooring harness,ಕಟ್ಟಿ ಹಾಕುವ ಸಲಕರಣೆ,,,,,,,,,
,Mooring line,ಕಟ್ಟಿ ಹಾಕುವ ತಂತಿ,,,,,,,,,
,Mooring mast,ಕಟ್ಟಿ ಹಾಕುವ ಕೂವೆ/ಕಂಬ,,,,,,,,,
,Morphology,ಆಕೃತಿ ರಚನಾಶಾಸ್ತ್ರ,,,,,,,,,
,Mortise,"ಬೆಣೆ, ವೆಜ್ಜ",,,,,,,,,
,Motion,ಚಲನೆ,,,,,,,,,
,Motor,ಯಂತ್ರ,,,,,,,,,
,Motor coach,ಮೋಟಾರು ಗಾಡಿ,,,,,,,,,
,Mottled,ಬಣ್ಣದ ಕಲೆಗಳ,,,,,,,,,
,Mould board,ಮುಗುಚಿಹಾಕುವ ಕಬ್ಬಿಣ ನೇಗಿಲಿನ ಪಾರು,,,,,,,,,
,Mould board plough,ನೇಗಿಲು,,,,,,,,,
,Mount,"ಏರಿಸು, ಆರೋಹಿಸು",,,,,,,,,
,Moving coil instrument,ಚಲಿಸುವ ಸುರಳಿ ತಂತಿ ಉಪಕರಣ (ವಿದ್ಯುತ್ ಮಾಪನಗಳು),,,,,,,,,
,Mower,ಹುಲ್ಲು ಕತ್ತರಿಕೆಯಂತ್ರ,,,,,,,,,
,Mucilege,ಅಂಟುದ್ರವ,,,,,,,,,
,Mud sill,"ಮಣ್ಣಿನ ಕಟ್ಟು, ಹೊಸ್ತಿಲು",,,,,,,,,
,Muffler,ಶಬ್ದ ಮಂದಕಾರಿ,,,,,,,,,
,Mullion,ಕಿಟಕಿಯ ಉದ್ದಪಟ್ಟಿ,,,,,,,,,
,Multicolor press,ಬಹುವರ್ಣ ಮುದ್ರಣಾಲಯ,,,,,,,,,
,Multicomputer system,ಬಹುಗಣಕಯಂತ್ರ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Multiple barrel carburetor,ಬಹುನಳಿಕೆ ಕಾರ್ಬುರೇಟರ್,,,,,,,,,
,Multiple series connection,ಬಹು ಅನುಕ್ರಮ ಜೋಡಿಕೆ,,,,,,,,,
,Multiple spot welding,ಬಹುತಾವು ಬೆಸುಗೆ,,,,,,,,,
,Multiple tuned antenna,ಬಹುಸಾಂಗತ್ಯ ಗ್ರಾಹಕ,,,,,,,,,
,Multiplex,ಬಹುಪ್ರಕಾರದ,,,,,,,,,
,Multispeed motor,ಬಹುವಿಧ ವೇಗದ ಮೋಟಾರ್,,,,,,,,,
,Mulutielement tube,ಬಹುಧಾತು ನಳಿಕೆ,,,,,,,,,
,Munsell photometer,ಮುನ್ಸೆಲ್ ಪ್ರಕಾಶಮಾನಕ,,,,,,,,,
,Muriatic acid,ಮ್ಯೂರಿಯಾಟಿಕ್ ಆಮ್ಲ,,,,,,,,,
,Muslin,ಮಸ್ಲಿನ್ ಬಟ್ಟೆ,,,,,,,,,
,Mustard gas,ಮಸ್ಪರ್ಡ್ ವಿಷಾನಿಲ,,,,,,,,,
,Mutual inductance,ಪರಸ್ಪರ ಅನುಗಮನ,,,,,,,,,
,Natural flood irrigation,ಪ್ರಾಕೃತಿಕ ಹರಿವು ನೀರಾವರಿ / ಸಹಜಹರಿವು ನೀರಾವರಿ,,,,,,,,,
,Needle valve,ಸೂಜಿ ಕವಾಟ,,,,,,,,,
,Net duty of water,ನಿವ್ವಳ ಜಲಸುಂಕ,,,,,,,,,
,Network analysis,ಜಾಲ ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,Neutral,ತಟಸ್ಥ,,,,,,,,,
,Non conducing state,ಅವಾಹಕ ಸ್ಥಿತಿ,,,,,,,,,
,Non uniform flow,ಅಸಮಾನ ಪ್ರವಾಹ,,,,,,,,,
,Non-arable land,ನಿಕೃಷ್ಟ ಭೂಮಿ,,,,,,,,,
,Normal moisture capacity,ಸಾಮಾನ್ಯ ಆದ್ರ ಕ್ಷಮತೆ,,,,,,,,,
,Notch,ಆಕಾರದ ಕಚ್ಚು,,,,,,,,,
,Nozzle,ಸೂಸು ಬಾಯಿ,,,,,,,,,
,Nucleus,ನಾಭಿ ಕೇಂದ್ರ,,,,,,,,,
,Oben dry soil,ಒಲೆಯಲ್ಲಿ ಒಣಗಿಸಿದ ಮಣ್ಣು,,,,,,,,,
,Object glass,ವಸ್ತುಯವ,,,,,,,,,
,Oblique,ಓರೆ ಕೋರೆ,,,,,,,,,
,Obsonoidal,ತಲೆಕೆಳಗಾದ ಶಂಕುವಿನಾಕೃತಿ,,,,,,,,,
,Odd number,ಬೆಸೆ ಸಂಖ್ಯೆ,,,,,,,,,
,Offset hitches,ಪ್ರತಿಭಾರ ಹೂಡುಕೊಂಡಿಗಳು,,,,,,,,,
,Offset link,ಶಾಖಾಕೊಂಡಿ,,,,,,,,,
,Offset scale,ಲಂಬದೂರ ಮಾನದಂಡ,,,,,,,,,
,Oil engines,"ಎಣ್ಣೆ, ತೈಲ ಚಾಲಿತ ಎಂಜಿನ್",,,,,,,,,
,Oilring,ಕೀಲೆಣ್ಣೆ ಬಳೆ,,,,,,,,,
,Omniversal,ಸಾರ್ವತ್ರಿಕ,,,,,,,,,
,Open bedding ditches,ತೆರೆದ ತಳವುಳ್ಳ ಚರಂಡಿ,,,,,,,,,
,Open ditches,ತೆರೆದ ಚರಂಡಿ,,,,,,,,,
,Open flame ignition,ತೆರೆದ ಜ್ವಾಲೆ ಪ್ರಜ್ವಾಲನೆ,,,,,,,,,
,Open jacket system of cooling,ಮುಕ್ತಪಾತ್ರ ಶೀತಲಕ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Operation,ಚಾಲನೆ,,,,,,,,,
,Operator,ಚಾಲಕ,,,,,,,,,
,Optical centre,ದೃಷ್ಟಿಕೇಂದ್ರ,,,,,,,,,
,Optical propetiesh/grain harvester,ದ್ಯುತಿ ಗುಣಗಳನ್ನೊಳಗೊಂಡ ಧಾನ್ಯಕೊಯ್ಯುವ ಯಂತ್ರ,,,,,,,,,
,Optical square,ದೃಷ್ಟಿಚೌಕ,,,,,,,,,
,Optimum,ಅನುಕೂಲತಮ,,,,,,,,,
,Ordinate,ಲಂಬರೇಖೆ,,,,,,,,,
,Orifice,"ಕಂಡಿ, ರಂಧ್ರ",,,,,,,,,
,Original slope,ಮೂಲ ಇಳಿಜಾರು,,,,,,,,,
,Osmotic pressure,ಅಭಿಸರಣ ಒತ್ತಡ,,,,,,,,,
,Outfit,ಟ್ಯಾಕ್ಟರ್ ಉಪಕರಣದ ಜೋಡಣೆ,,,,,,,,,
,Outflow,ಹೊರಹರಿವು,,,,,,,,,
,Outlet,ವಿಸರ್ಜಕ,,,,,,,,,
,Output shaft,ಉತ್ಪತ್ತಿ ದಂಡ,,,,,,,,,
,Overhead charges,ಮೇಲಾಡಳಿತದ ವೆಚ್ಚ,,,,,,,,,
,Overhead cost,ಮೇಲಾಡಳಿತ ಬೆಲೆ,,,,,,,,,
,Overriding,ಮೇಲೆ ಚಾಚಿರುವ,,,,,,,,,
,Overrunning,ಮೇಲೆ ಹಾಯುವ,,,,,,,,,
,Oxidation pond,ಉತ್ಕರ್ಷಣ ಕೊಳ,,,,,,,,,
,Oyster shell,ಜಲಚರಚಿಪ್ಪು,,,,,,,,,
,Paddle,ಅಗಲ ಅಲಗಿನ ಹುಟ್ಟು (ದೋಣಿ ನಡೆಸುವ),,,,,,,,,
,Paddy weeder,ಬತ್ತದ ಕಳೆತೆಗೆಯುವ ಸಲಕರಣೆ,,,,,,,,,
,Papillae,ನೀರ್ಗುಳ್ಳೆ,,,,,,,,,
,Parallax,ವಸ್ತುಸ್ಥಾನಭಾಸ,,,,,,,,,
,Parallel connection,ಸಮಾನಾಂತರ ಸಂಪರ್ಕ,,,,,,,,,
,Parallel plane,ಸಮಾನಾಂತರ ತಲ,,,,,,,,,
,Parallelogram,ಸಮಾನಾಂತರ ಚತುರ್ಭುಜ,,,,,,,,,
,Parent channel,ಮೂಲ ಕಾಲುವೆ,,,,,,,,,
,Parshall flume,ಪಾರ್ಶಲ್ ನ ತೂಬು,,,,,,,,,
,Particular,ನಿರ್ದಿಷ್ಟ ಕ್ಷೇತ್ರ,,,,,,,,,
,Parts by volume,ಘನಾಂಶಗಳಲ್ಲಿ,,,,,,,,,
,Patent,ಸ್ವಾಮ್ಯದ ಸನ್ನದು,,,,,,,,,
,Pavement,ನೆಲಗಟ್ಟು,,,,,,,,,
,Pawl,"ತಡೆಸರಳು / ನಿಲುರಾಟೆ, ಸಣ್ಣ ಸರಳು",,,,,,,,,
,Peg,ಗೂಟ,,,,,,,,,
,Percipitation,ಜಲತುಂತುರು,,,,,,,,,
,Percolation,ಕೆಳಸೋಸುವಿಕೆ,,,,,,,,,
,Perforated pipes,ರಂಧ್ರಯುತ ಪೈಪು,,,,,,,,,
,Performance,ನಿರ್ವಹಣೆ,,,,,,,,,
,Performance evaluation,ನಿರ್ವಹಣೆ ಮೌಲ್ಯೀಕರಣ,,,,,,,,,
,Permissible,ಅನುಮೇಯ,,,,,,,,,
,Perspective plan,ಪ್ರತೀಕ್ಷಾ ಯೋಜನೆ,,,,,,,,,
,Persuasion,ಪ್ರೇರೇಪಣೆ,,,,,,,,,
,Pervious material,ತೂರೋಗುವ ವಸ್ತು,,,,,,,,,
,Picker,ಕೀಳುವ (ಬಿಡಿಸುವ) ಯಂತ್ರ,,,,,,,,,
,Piezometer,ಒತ್ತಡ ಪೀಡನ ಮಾಪಕ,,,,,,,,,
,Pilot,ಮುಂಚೂಣಿ,,,,,,,,,
,Pinion,"ಹಲ್ಲುಕದಿರು, ಸಣ್ಣಹಲ್ಲು ಚಕ್ರ",,,,,,,,,
,Pipe-shaped,ಕೊಳವೆಯಾಕಾರ,,,,,,,,,
,Piston,"ಕೊಂತ, ಪಿಸ್ಟನ್",,,,,,,,,
,Pitch length,ಅಂತರ ದೂರ,,,,,,,,,
,Pitting machine,ಗುಂಡಿ ತೋಡುವ ಯಂತ್ರ,,,,,,,,,
,Pivot,"ತಿರುಗು ಗೂಟ, ತಿರುಗಾಣಿ, ಕೇಂದ್ರ",,,,,,,,,
,Plain,ಸಾಮಾನ್ಯ,,,,,,,,,
,Plain carbon steel,ಸಾಧಾರಣ ಇಂಗಾಲದ ಉಕ್ಕು ಸಾಮಾನ್ಯ ಇಂಗಾಲದ ಉಕ್ಕು,,,,,,,,,
,Plan,"ನಕಾಶೆ, ರಚನಾಕ್ರಮ, ಯೋಜನೆ",,,,,,,,,
,Plane,"ಸಮತಲ, ಪಾತಳಿ ತೋಪಡ, ಪತ್ತರಿ",,,,,,,,,
,Plane chart,"ಸಮತಲನಕ್ಷೆ, ಪಾತಳಿ ತೋಪಡ, ಪತ್ತರಿ",,,,,,,,,
,Plane table,"ಸಪಾಟ ಮೇಜು, ಮೋಜಣಿ ಸಲಕರಣೆ",,,,,,,,,
,Planimeter,"ಕ್ಷೇತ್ರ ಫಲಮಾಪಕ, ಮೋಜಣಿ ಸಲಕರಣೆ",,,,,,,,,
,Plank,ಹಲಗೆ,,,,,,,,,
,Planning,"ಯೋಜನೆ, ಸಂಘಟನೆ",,,,,,,,,
,Planter,"ಬಿತ್ತನೆಯಂತ್ರ, ಸಂಘಟನೆ",,,,,,,,,
,Planting machine,"ನೆಡುವ ಯಂತ್ರ, ಕಾಳು ಬಿತ್ತನೆಯಂತ್ರ",,,,,,,,,
,Plate,"ಫಲಕ, ಕಾಳು ಬಿತ್ತನೆಯಂತ್ರ",,,,,,,,,
,Plotting,ನಕ್ಷೀಕರಣ,,,,,,,,,
,Plough,"ನೇಗಿಲು, ಉಳುಮೆ",,,,,,,,,
,Plough line,"ಉಳುಮೆ ಸಾಲು, ಉಳುಮೆ",,,,,,,,,
,Ploughed soil,ಉತ್ತ ಮಣ್ಣು,,,,,,,,,
,Plugged,"ಅಡಚಿಕೊಂಡಿ, ಮುಚ್ಚಿರುವುದು",,,,,,,,,
,Plumb bob,"ತೂಗುಗುಂಡು ದೋಲಕ, ಮುಚ್ಚಿರುವುದು",,,,,,,,,
,Plunger,ಅಡುಬೆಣೆ,,,,,,,,,
,Plyrating,ಪದರ ದರ,,,,,,,,,
,Pneumatic,ವಾಯು ಪ್ರಚಾಲಿತ,,,,,,,,,
,Pneumatic tyres,ಗಾಳಿತುಂಬಿದ ಟೈರುಗಳು,,,,,,,,,
,Point,"ಬಿಂದು, ಅಗ್ರ",,,,,,,,,
,Point of hitch,ಜೋಡಣೆ ಬಿಂದು (ಟ್ರಾಕ್ಟರ್ ಉಪಕರಣಗಳಲ್ಲಿ),,,,,,,,,
,Polarity,ಧ್ರವತೆ,,,,,,,,,
,Polarity,ಧ್ರುವತ್ವ,,,,,,,,,
,Polish,ಮೆರಗು,,,,,,,,,
,Portable,ಸುಲಭವಾಗಿ ಕೊಂಡೊಯ್ಯಬಲ್ಲ,,,,,,,,,
,Positive,ಧನಾತ್ಮಕ,,,,,,,,,
,Positive clutch,ಸಹಜ ಹಿಡಿಕೆ,,,,,,,,,
,Post board casing,ಅಂಟಿಸಿದ ಕಾಗದದ ಕವಚ,,,,,,,,,
,Pot irrigation,"ಮಡಿಕೆ ನೀರಾವರಿ, ಕಟ್ಟುವಿಕೆ",,,,,,,,,
,Pounding,ತಟ್ಟುವಿಕೆ,,,,,,,,,
,Power,ಶಕ್ತಿ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Power available,ಲಭ್ಯಶಕ್ತಿ,,,,,,,,,
,Power driven shaft,"ಶಕ್ತಿಚಾಲಿತ ದಂಡ, ಮೇಲೇರಿಸುವ ಶಕ್ತಿ",,,,,,,,,
,Power lifts,"ಶಕ್ತಿ ಎತ್ತುಗಳು, ಮೇಲೇರಿಸುವ ಶಕ್ತಿ",,,,,,,,,
,Power pack,ಶಕ್ತಿಭರಿತ,,,,,,,,,
,Power station,ವಿದ್ಯುತ್ ಉತ್ಪಾದನಾ ಕೇಂದ್ರ,,,,,,,,,
,Power take off,"ಶಕ್ತಿಹಾರಿಕೆ (ಟ್ರ್ಯಾಕ್ಟರ್ ಗಳಲ್ಲಿ), ಶಕ್ತಿಚಾಲಿತ ಉಳುಮೆಯಂತ್ರ",,,,,,,,,
,Power transmission chain,ಶಕ್ತಿ ವಾಹಕ ಸರಪಣಿ,,,,,,,,,
,Power-operated machines,ಶಕ್ತಿಚಾಲಿತ ಯಂತ್ರಗಳು,,,,,,,,,
,Power-tiller,"ಪವರ್ ಟೆಲ್ಲರ್, ಶಕ್ತಿಚಾಲಿತ ಉಳುಮೆಯಂತ್ರ",,,,,,,,,
,Precise,"ನಿಖರವಾದ, ಕರಾರುವಾಕ್ಕಾದ",,,,,,,,,
,Preignition,"ಪೂರ್ವ ಪ್ರಜ್ವಾಲನೆ, ಕರಾರುವಾಕ್ಕಾದ",,,,,,,,,
,Press wheel,ಒತ್ತು ಚಕ್ರ,,,,,,,,,
,Pressure guage,ಒತ್ತಡ ಮಾಪಕ,,,,,,,,,
,Pressure head,ಒತ್ತಡ ಶೀರ್ಷ,,,,,,,,,
,Pressure relief well,ಒತ್ತಡ ಕುಗ್ಗಿಸುವ ಬಾವಿ,,,,,,,,,
,Primary implement,"ಪ್ರಾಥಮಿಕ ಸಲಕರಣೆ, ಅಶ್ರಗಕಲ್ಪ",,,,,,,,,
,Primary mineral,ಪ್ರಾಥಮಿಕ ಖನಿಜ,,,,,,,,,
,Prismatic compass,ಅಶ್ರಗ ದಿಕ್ಸೂಚಿ,,,,,,,,,
,Prismoidal,"ಅಶ್ರಗೀಯ, ಅಶ್ರಗಕಲ್ಪ",,,,,,,,,
,Problematic soil,ಸಮಾಸ್ಯಾತ್ಮಕ ಮಣ್ಣು,,,,,,,,,
,Process,"ಪ್ರಕ್ರಿಯೆ, ಸಂಸ್ಕರಣೆ",,,,,,,,,
,Profile,"ಪಾರ್ಶ್ವದೃಶ್ಯ, ಸಂಸ್ಕರಣೆ",,,,,,,,,
,Project,ಪ್ರಾಯೋಜನೆ,,,,,,,,,
,Projections,ಕ್ಷೇಪಗಳು,,,,,,,,,
,Prong,ಕವಲುಗೋಲು,,,,,,,,,
,Propeller,"ಸುತ್ತುತಿರುಗುವ ಚಕ್ರ, ಚಾಲಕ ದಂಡ",,,,,,,,,
,Propeller blade,"ಪ್ರೋಪೆಲರ್ ಚಕ್ರದ ರೇಕುಗಳು, ಚಾಲಕ ದಂಡದ ಹಲ್ಲುಗಳು",,,,,,,,,
,Propeller shaft,"ತಿರುಗಣಿ ದಂಡ, ಚಾಲಕ ದಂಡದ ಹಲ್ಲುಗಳು",,,,,,,,,
,Proportion,"ಪ್ರಮಾಣ, ಅನುಪಾತ",,,,,,,,,
,Protective irrigation project,"ರಕ್ಷಣಾ ನೀರಾವರಿ ಪ್ರಾಯೋಜನೆ, ಅನುಪಾತ",,,,,,,,,
,Pruning,ಕತ್ತರಿಸುವಿಕೆ,,,,,,,,,
,Pulberizer,"ಚೂರ್ಣಕಾರಕ, ಪುಡಿಪುಡಿ ಮಾಡುವ ಯಂತ್ರ",,,,,,,,,
,Pull auxiliary engine,ಪ್ರತ್ಯೇಕ ಎಂಜಿನ್ನಿನಿಂದ ಚಲಿಸಲ್ಪಡುವ,,,,,,,,,
,Pulley,ರಾಟೆ,,,,,,,,,
,Pumg drain,"ಪಂಪಿನಿಂದ ನೀರು ಹೊರಹಾಕುವಿಕೆ, ಜಲಯಂತ್ರ, ಪಂಪು",,,,,,,,,
,Pump,"ನೀರೆತ್ತುವ ಯಂತ್ರ, ಜಲಯಂತ್ರ, ಪಂಪು",,,,,,,,,
,Pumping set,"ನೀರೆತ್ತುವ ಯಂತ್ರ, ಪಂಪು ಉಪಕರಣ",,,,,,,,,
,Punched,ಛಿದ್ರಿತ,,,,,,,,,
,Push rod,"ತಳ್ಳುದಂಡ, ನೂಕುವ ದಂಡ, ಪಂಪು ಉಪಕರಣ",,,,,,,,,
,Quadrant,"ವೃತ್ತ ಪರಿಧಿಯ ನಾಲ್ಕನೇ ಒಂದು ಭಾಗ, ಕಾಲುವೃತ್ತ, ಗೋಳದ ಚತುರ್ತಾಂಶ",,,,,,,,,
,Quadrant antenna,"ಗೋಳಚತುರ್ತಾಂಶಾಕಾರದ ಗ್ರಾಹಕ ಮತ್ತು ಪ್ರಸಾರತಂತಿ, ಕಾಲುವೃತ್ತ, ಗೋಳದ ಚತುರ್ತಾಂಶ",,,,,,,,,
,Qualitative application,ಗುಣಾತ್ಮಕ ಅನುಪ್ರಯೋಗ,,,,,,,,,
,Quantitative application,ಪರಿಮಾಣಾತ್ಮಕ ಅನುಪ್ರಯೋಗ,,,,,,,,,
,Quick return,ಶೀಘ್ರ ವಾಪಾಸಾತಿ,,,,,,,,,
,Quiescent,"ನಿಶ್ಚಲ, ಜಡ, ಶಾಂತ",,,,,,,,,
,Quiescent current,ಶಾಂತ ಪ್ರವಾಹ,,,,,,,,,
,Quiescent operation point,ನಿಶ್ಯಬ್ದವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುವ ಹಂತ,,,,,,,,,
,R.P.M.,ಪ್ರತಿನಿಮಿಷ ಪರಿಕ್ರಮಣ (ಪ್ರ.ನಿ.ಪ.),,,,,,,,,
,Radial drillilng machine,ತ್ರಿಜ್ಯದ ಕೊರೆಯುವ ಯಂತ್ರ,,,,,,,,,
,Radial flow,ಕೇಂದ್ರ ಪ್ರಸರಣಾ ಹರವು,,,,,,,,,
,Radial rust,ತ್ರಿಜ್ಯದ ದಿಕ್ಕಿನಲ್ಲಿ ತುಕ್ಕು,,,,,,,,,
,Radiation,ವಿಕರಣ,,,,,,,,,
,Radiator,"ಶಾಖ ಪ್ರಸಾರಕ, ಇಂಜಿನ್ ತಂಪುಗೊಳಿಸುವ ಸಾಧನ",,,,,,,,,
,Radioactive,"ಕ್ರಿಯಾಶೀಲ ವಿಕಿರಣತೆ, ಇಂಜಿನ್ ತಂಪುಗೊಳಿಸುವ ಸಾಧನ",,,,,,,,,
,Radius,ತ್ರಿಜ್ಯ,,,,,,,,,
,Rainfall,ಮಳೆ ಬೀಳುವುದು,,,,,,,,,
,Raised bed,ಏರುಮಡಿ,,,,,,,,,
,Rake,"ಹಲ್ಲುಗಳುಳ್ಳ ಸಲಕರಣೆ, ಕುಂಟೆ, ಹಲುಬೆ, ಒಂದುಗೂಡಿಸುವ ಸಾಧನ",,,,,,,,,
,Random drain,ಅನಿಯಮ ಬಸಿಗಾಲುವೆ,,,,,,,,,
,Ranging pole,ಗೋಚರಾನ್ವೇಷಣ ದಂಡ,,,,,,,,,
,Ratchet,ತಡೆ ಹಲ್ಲುಚಕ್ರ,,,,,,,,,
,Rate of planting,ಬಿತ್ತನೆ ದರ,,,,,,,,,
,Rated gear,ನಿಶ್ಚಿತ ಗೇರ್,,,,,,,,,
,Rated width,ನಿಗದಿಪಡಿಸಿದ ಅಗಲ,,,,,,,,,
,Rating curve,ಪ್ರಮಾಣನಿಗದಿ ವಕ್ರರೇಖೆ,,,,,,,,,
,Ratio,ಅನುಪಾತ,,,,,,,,,
,Ray shade,ಕಿರಣ ಮರೆ,,,,,,,,,
,Reaming,ಲೋಹದಲ್ಲಿನ ತೂತನ್ನು ಬೈರಿಗೆಯಿಂದ ದೊಡ್ಡದು ಮಾಡು,,,,,,,,,
,Reasonable use,ಮಿತಿಯಾದ / ವಿವೇಕಯುತ ಬಳಕೆ,,,,,,,,,
,Recharge,ಪುನಃ ಪೂರಣ,,,,,,,,,
,Reciprocal,ಪರಸ್ಪರ ಅನುಪಾತ,,,,,,,,,
,Reciprocating,ಹಿಂದಕ್ಕೂ ಮುಂದಕ್ಕೂ ಚಲಿಸುವ,,,,,,,,,
,Reclamation of salt affected solis,ಉಪ್ಪುಭೂಮಿಯ ಸುಧಾರಣೆ,,,,,,,,,
,Reconstruction,ಪುನರ್ ನಿರ್ಮಾಣ,,,,,,,,,
,Rectangular,ಆಯಾತಾಕಾರದ,,,,,,,,,
,Reduced level,ತಗ್ಗಿದ ಮಟ್ಟ,,,,,,,,,
,Reducing proportion method,ತಗ್ಗುವ ಅನುಪಾತ ವಿಧಾನ,,,,,,,,,
,Reference plane,"ಆಧಾರತಲ, ಆಧಾರ ಭೂಮಿಕೆ",,,,,,,,,
,Regional plan,ಪ್ರಾದೇಶಿಕ ಯೋಜನೆ,,,,,,,,,
,Relay,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಬಲವರ್ಧಕ,,,,,,,,,
,Relief drain,ಪರಿಹಾರ ಬಸಿಗಾಲುವೆ,,,,,,,,,
,Relief valve,ಬಿಡುಗಡೆ ಕವಾಟ,,,,,,,,,
,Removed section,ತೆಗೆದುಹಾಕಿದ ಭಾಗ,,,,,,,,,
,Repellent,ವಿಕರ್ಷಕ,,,,,,,,,
,Representative fraction,ಕ್ರಮಾಕೃತಿ,,,,,,,,,
,Repulsion,ವಿಕರ್ಷಣೆ,,,,,,,,,
,Resection,"ಮರುಛೇದನ, ಕತ್ತರಿಸುವುದು",,,,,,,,,
,Resistances in series,ಶ್ರೇಣಿಯಲ್ಲಿನ ನಿರೋಧಕಗಳು,,,,,,,,,
,Resultant force,ಫಲಿತ ಬಲ,,,,,,,,,
,Retainer,ತಡೆ ಹಿಡುಕ,,,,,,,,,
,Retarding,"ವೇಗಾಪಕರ್ಷಕ, ಕುಂಠಿಸುವ",,,,,,,,,
,Retentive ability,"ಧಾರಣ ಸಾಮರ್ಥ್ಯ, ಕುಂಠಿಸುವ",,,,,,,,,
,Reverberatory furnace,ಪ್ರತಿಫಲಿಸುವ ಕುಲುಮೆ,,,,,,,,,
,Reverse gear,ಹಿಮ್ಮೊಗ ಗೇರ್,,,,,,,,,
,Reverse turn,ಹಿಮ್ಮೊಗವಾಗಿ ತಿರುಗಿಸುವಿಕೆ,,,,,,,,,
,Reversible,"ವಿಪರ್ಯಸ್ತ, ತಿರುಗಾಮುರುಗಾ ಮಾಡಬಹುದಾದ",,,,,,,,,
,Reversible plough,ತಿರುವು-ಮುರುವು ಮಾಡಹಹುದಾದ ನೇಗಿಲು,,,,,,,,,
,Rhombus,ವಕ್ರಾಕೃತಿ,,,,,,,,,
,Rib,"ಕೀಲುಕಡ್ಡಿ, ಅಡ್ಡಪಟ್ಟಿ , ನೇಗಿಲು ಸಾಲುಗಳ ಮಧ್ಯದ ದಿಂಡು",,,,,,,,,
,Ridger,ರೆಕ್ಕೆ ನೇಗಿಲು,,,,,,,,,
,Right angle,ಲಂಭಕೋನ,,,,,,,,,
,Rigid,"ಬಿರುಸಾದ, ಸೆಡೆತಿರುವ, ಗಟ್ಟಿಯಾದ",,,,,,,,,
,Rigid tyne cultivator,ಬಾಗದ ಟೈನ್ ಕಲ್ಟಿವೇಟರ್,,,,,,,,,
,Rigid-tined,"ಗಡುಸಾದ ಮೊನೆ, ಸೆಡೆತಿರುವ, ಗಟ್ಟಿಯಾದ",,,,,,,,,
,Rill erosion,ಕಿರುಹರಿ ಕೊಚ್ಚಣೆ,,,,,,,,,
,Rim,"ಅಂಚು, ಸುತ್ತುನೇಯಿ",,,,,,,,,
,River back,ಹೊಳೆ ದಂಡ,,,,,,,,,
,River channel,ನದಿ ಕಾಲುವೆ,,,,,,,,,
,River delta,ನದಿ ಮುಖರ / ಮೆಕ್ಕಲು,,,,,,,,,
,River terrace,"ನದಿ ತೀರ, ದಂಡೆ",,,,,,,,,
,River valley project,ನದಿ ಕಣಿವೆ ಯೋಜನೆ,,,,,,,,,
,River wash,ಪ್ರವಾಹ ಮೈದಾನ,,,,,,,,,
,Road grader,ರಸ್ತೆ ಮಾಡುವ ಯಂತ್ರ,,,,,,,,,
,Roller,ಉರುಳೆ,,,,,,,,,
,Rolling coulter,"ಉರುಳುವ ಕೋಲ್ಟರ್, ಉರುಳು ಚಕ್ರ",,,,,,,,,
,Rolling landslide,ಉರುಳು ಭೂಕುಸಿತ,,,,,,,,,
,Rolling resistance,ಉರುಳು ಪ್ರತಿರೋಧನೆ,,,,,,,,,
,Rolling wheel,ಉರುಳುಗಾಳಿ,,,,,,,,,
,Rotary,ಪರಿಭ್ರಾಮಕ,,,,,,,,,
,Rotation,ಆವರ್ತನ,,,,,,,,,
,Rough sketch,"ಕರಡು ನಕ್ಷೆ, ಕಚ್ಚಾ ಆಕೃತಿ",,,,,,,,,
,Roughness of surface,ಮೇಲ್ಮೈ ಒರಟಾಗಿರುವಿಕೆ,,,,,,,,,
,Row crop,ಸಾಲುಬೆಳೆ,,,,,,,,,
,Row widths,"ಸಾಲುಗಳ ಅಗಲಗಳು, ವಿಸ್ತಾರಗಳು",,,,,,,,,
,Rule of thumb,ಅಂಗುಷ್ಠ ನಿಯಮ,,,,,,,,,
,Run off,ಹರಿದುಹೋಗುವಿಕೆ,,,,,,,,,
,Run off water,ಹರಿಯುವ ಜಲ,,,,,,,,,
,Rundown farm,ಕೊಚ್ಚಣೆಯಾದ ಫಾರ್ಮ,,,,,,,,,
