ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Sale deed,ಕ್ರಯಪತ್ರ,,,,,,,,,YES
,Sales department,"ಮಾರಾಟ ಇಲಾಖೆ, ಮಾರಾಟ ವಿಭಾಗ",,,,,,,,,YES
,Sales tax,ಮಾರಾಟ ತೆರಿಗೆ,,,,,,,,,YES
,Salient,"ಎದ್ದುಕಾಣುವ, ಪ್ರಧಾನ",,,,,,,,,YES
,Salvage,"ರದ್ದಿಯಿಂದ ಉಪಯೋಗದ ವಸ್ತುಗಳನ್ನು, ಅಂಶಗಳನ್ನು ಪಡೆದುಕೊಳ್ಳುವುದು",,,,,,,,,YES
,Salvage and scrap,"ನೌಕಾ ಸಂರಕ್ಷಣೆ ಮತ್ತು ರದ್ದಿ, ಆಸ್ತಿ ರಕ್ಷಿಸು ಮತ್ತು ರದ್ದಿ",,,,,,,,,YES
,Sample,"ಮಾದರಿ, ನಮೂನೆ",,,,,,,,,YES
,Sample checking,ಮಾದರಿತನಿಖೆ,,,,,,,,,YES
,Sample survey,ಮಾದರಿಸಮೀಕ್ಷೆ,,,,,,,,,YES
,Sampling,ಗುಣಪರಿಶೀಲನೆ,,,,,,,,,YES
,Sanction,ಮಂಜೂರಾತಿ,,,,,,,,,YES
,Sanctioned budget,"ಮಂಜೂರಾದ ಬಜೆಟ್ಟು, ಮಂಜೂರಾದ ಆಯವ್ಯಯ",,,,,,,,,YES
,Sanctioned budget estimate,ಮಂಜೂರಾದ ಆಯವ್ಯಯದ ಅಂದಾಜು,,,,,,,,,YES
,Sanctioned project,ಮಂಜೂರಾದ ಪ್ರಾಯೋಜನೆ,,,,,,,,,YES
,Sanctioned strength,ಮಂಜೂರಾದ ಕಾರ್ಮಿಕರಸಂಖ್ಯೆ,,,,,,,,,YES
,Sanctioning authority,ಮಂಜೂರಾತಿಪ್ರಾಧಿಕಾರ,,,,,,,,,YES
,Sanctioning order,ಮಂಜೂರಾತಿ ಆದೇಶ,,,,,,,,,YES
,Sanctity,ಪಾವಿತ್ರ್ಯ,,,,,,,,,YES
,Sanitation,"ನಿರ್ಮಲೀಕರಣ, ನೈರ್ಮಲ್ಯ",,,,,,,,,YES
,Satisfaction,"ತೃಪ್ತಿ, ಸಮಾಧಾನ",,,,,,,,,YES
,Satisfactory,ತೃಪ್ತಿಕರ,,,,,,,,,YES
,Saving clause,ಉಳಿಸುವಿಕೆಯಖಂಡ,,,,,,,,,YES
,Savings scheme,ಉಳಿತಾಯಯೋಜನೆ,,,,,,,,,YES
,Scale,"ಶ್ರೇಣಿ, ಅಳತೆ",,,,,,,,,YES
,Scale of pay,ವೇತನಶ್ರೇಣಿ,,,,,,,,,YES
,Scarcity,ಅಭಾವ,,,,,,,,,YES
,Scarcity area,ಅಭಾವಪ್ರದೇಶ,,,,,,,,,YES
,Scarcity of resources,ಸಂಪನ್ಮೂಲಗಳ ಅಭಾವ,,,,,,,,,YES
,Scenario,"ಚಿತ್ರ, ದೃಶ್ಯ",,,,,,,,,YES
,Schedule,"ಅನುಸೂಚಿ, ನಿಗದಿಪಡಿಸು",,,,,,,,,YES
,Scheduled bank,ಅನುಸೂಚಿತ ಬ್ಯಾಂಕು,,,,,,,,,YES
,Scheduled caste,"ಅನುಸೂಚಿತಜಾತಿ, ಪರಿಶಿಷ್ಟಜಾತಿ",,,,,,,,,YES
,Scheduled tribe,"ಅನುಸೂಚಿತ ಬುಡಕಟ್ಟುಗಳು, ಗಿರಿಜನ ಪರಿಶಿಷ್ಟ ಬುಡಕಟ್ಟು",,,,,,,,,YES
,Schedule of demands,ಬೇಡಿಕೆಗಳ ಅನುಸೂಚಿ,,,,,,,,,YES
,Schedule of supply,ಸರಬರಾಜಿನ ಅನುಸೂಚಿ,,,,,,,,,YES
,Scheme,"ಕಾರ್ಯಯೋಜನೆ, ರೂಪರೇಖೆ, ವಿಧಾನ, ನಕ್ಷೆ",,,,,,,,,YES
,Scholarship,"ವಿದ್ಯಾರ್ಥಿವೇತನ, ವಿದ್ವತ್ತು",,,,,,,,,YES
,Scientific management,ವೈಜ್ಞಾನಿಕ ವ್ಯವಸ್ಥಾಪನೆ,,,,,,,,,YES
,Scope,"ವ್ಯಾಪ್ತಿ, ಅವಕಾಶ, ಪರಿಧಿ",,,,,,,,,YES
,Score,"ಸ್ಕೋರು, ಬಂದಿರುವ ಅಂಕ, ಗೀರು",,,,,,,,,YES
,Score out,ಹೊಡೆದುಹಾಕು,,,,,,,,,YES
,Scrap value,ಚೂರುಪಾರಿನ ಮೌಲ್ಯ,,,,,,,,,YES
,Screening,"ರಕ್ಷಿಸುವುದು, ತೆರೆಯಮೇಲೆಪ್ರದರ್ಶಿಸುವುದು, ಪರಿಶೋಧಿಸುವುದು",,,,,,,,,YES
,Screening committee,ಪರಿಶೋಧನಾ ಸಮಿತಿ,,,,,,,,,YES
,Script,"ಹಸ್ತಪ್ರತಿ, ಮೂಲಪತ್ರ, ಲೇಖ",,,,,,,,,YES
,Scrutinizer,"ಪರಿಶೀಲಕ, ಪರಿಶೋಧಕ",,,,,,,,,YES
,Scrutiny,"ಪರಿಶೀಲನೆ, ಪರಿಶೋಧನೆ",,,,,,,,,YES
,Seal,"ಮುದ್ರೆ, ಮೊಹರು",,,,,,,,,YES
,Sealed,ಮೊಹರುಮಾಡಲಾದ,,,,,,,,,YES
,Sealed tender,ಮೊಹರು ಮಾಡಲಾದ ಟೆಂಡರು,,,,,,,,,YES
,Sealer,ಮೊಹರು ಹಾಕುವವನು,,,,,,,,,YES
,Seal of office,ಕಛೇರಿಯ ಮುದ್ರೆ,,,,,,,,,YES
,Search,"ಶೋಧಿಸು, ಶೋಧನೆ",,,,,,,,,YES
,Search campaign,ಶೋಧನಾ ಆಂದೋಲನ,,,,,,,,,YES
,Search operation,ಶೋಧ ಕಾರ್ಯಾಚರಣೆ,,,,,,,,,YES
,Search warrant,ಶೋಧನಾ ವಾರಂಟು,,,,,,,,,YES
,Seasonal unemployment,ಕಾಲಿಕ ನಿರುದ್ಯೋಗ,,,,,,,,,YES
,Season ticket,"ಸೀಸನ್‌ ಟಿಕೆಟ್ಟು, ನಿಯತಕಾಲಿಕ ಟಿಕೆಟ್ಟು",,,,,,,,,YES
,Secondary,"ಎರಡನೆಯ, ಗೌಣ",,,,,,,,,YES
,Secondary education,ಪ್ರೌಢಶಿಕ್ಷಣ,,,,,,,,,YES
,Secondary industry,ಗೌಣ ಉದ್ಯಮ,,,,,,,,,YES
,Second class,ಎರಡನೇ ದರ್ಜೆ,,,,,,,,,YES
,Secrecy,"ರಹಸ್ಯ, ಗೋಪ್ಯ",,,,,,,,,YES
,Secret,"ರಹಸ್ಯವಾದ, ಗುಟ್ಟು, ರಹಸ್ಯ",,,,,,,,,YES
,Secretarial,ಸಚಿವಾಲಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,,,,,,,,,YES
,Secretariat service,ಸಚಿವಾಲಯ ಸೇವೆ,,,,,,,,,YES
,Secret ballot,ರಹಸ್ಯ ಮತದಾನ,,,,,,,,,YES
,Secret cover,"ರಹಸ್ಯ ಕವರ್, ರಹಸ್ಯ ಲಕೋಟೆ, ಗುಪ್ತ ಲಕೋಟೆ",,,,,,,,,YES
,Secret funds,"ರಹಸ್ಯ ನಿಧಿ, ಗುಪ್ತ ನಿಧಿ",,,,,,,,,YES
,Secret inquiry,"ರಹಸ್ಯವಿಚಾರಣೆ, ಶೋಧನೆ, ತನಿಖೆ",,,,,,,,,YES
,Secret instruction,ರಹಸ್ಯಸೂಚನೆ,,,,,,,,,YES
,Secret letter,ರಹಸ್ಯಪತ್ರ,,,,,,,,,YES
,Section,"ಶಾಖೆ, ಭಾಗ, ಕಲಮು, ಪರಿಚ್ಛೇದ, ವರ್ಗ",,,,,,,,,YES
,Sector,"ವಲಯ, ವಿಭಾಗ",,,,,,,,,YES
,Secular,ಜಾತ್ಯತೀತ,,,,,,,,,YES
,Security,ಭದ್ರತೆ,,,,,,,,,YES
,Security deposit,ಭದ್ರತಾ ಠೇವಣಿ,,,,,,,,,YES
,Security instruction,ಭದ್ರತಾ ಸೂಚನೆ,,,,,,,,,YES
,Security measure,"ರಕ್ಷಣಾಕ್ರಮಗಳು, ರಕ್ಷಣೋಪಾಯಗಳು",,,,,,,,,YES
,Segregate,ಪ್ರತ್ಯೇಕಮಾಡು,,,,,,,,,YES
,Seizure,ವಶಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ,,,,,,,,,YES
,Select committee,ಪರಿಶೀಲನಾ ಸಮಿತಿ,,,,,,,,,YES
,Selection,ಆಯ್ಕೆ,,,,,,,,,YES
,Selection board,ಆಯ್ಕೆಮಂಡಳಿ,,,,,,,,,YES
,Selection committee,ಆಯ್ಕೆಸಮಿತಿ,,,,,,,,,YES
,Selection grade,ಆಯ್ಕೆಶ್ರೇಣಿ,,,,,,,,,YES
,Selection post,ಆಯ್ಕೆಹುದ್ದೆ,,,,,,,,,YES
,Selection procedure,ಆಯ್ಕೆ ಕಾರ್ಯ ವಿಧಾನ,,,,,,,,,YES
,Selection test,ಆಯ್ಕೆ ಪರೀಕ್ಷೆ,,,,,,,,,YES
,Select list,ಆಯ್ದ ಪಟ್ಟಿ,,,,,,,,,YES
,Self-appraisal (self-assessment),"ಸ್ವಂತ ನಿರ್ಧರಣೆ, ಸ್ವಯಂ ಮೌಲ್ಯಾಂಕನ",,,,,,,,,YES
,Self-confidence,ಆತ್ಮವಿಶ್ವಾಸ,,,,,,,,,YES
,Self-contained note,ಸ್ವಸಂಪೂರ್ಣ ಟಿಪ್ಪಣಿ,,,,,,,,,YES
,Self-employment,ಸ್ವಯಂ ಉದ್ಯೋಗ,,,,,,,,,YES
,Self-explanatory,"ಸ್ವಯಂ ವೇದ್ಯ, ಸ್ವಯಂಸ್ಪಷ್ಟ",,,,,,,,,YES
,Self-government,ಸ್ವಾಯತ್ತ ಸರ್ಕಾರ,,,,,,,,,YES
,Semester,ಷಾಣ್ಮಾಸಿಕ,,,,,,,,,YES
,Semi-autonomous,ಅರೆ ಸ್ವಾಯತ್ತ,,,,,,,,,YES
,Seminar,"ವಿಚಾರ ಸಂಕಿರಣ, ವಿಚಾರಗೋಷ್ಠಿ",,,,,,,,,YES
,Semi-skilled labour,ಅರೆಕುಶಲ ಕಾರ್ಮಿಕ,,,,,,,,,YES
,Senate,"ಸೆನೇಟ್, ಆಡಳಿತ ಮಂಡಳಿ",,,,,,,,,YES
,Sender,ಕಳಿಸುವವನು,,,,,,,,,YES
,Senior,"ಹಿರಿಯ, ಜ್ಯೇಷ್ಠ",,,,,,,,,YES
,Senior administrative grade,ಹಿರಿಯ ಆಡಳಿತ ಶ್ರೇಣಿ,,,,,,,,,YES
,Senior grade,ಹಿರಿಯ ಶ್ರೇಣಿ,,,,,,,,,YES
,Seniority,ಜ್ಯೇಷ್ಠತೆ,,,,,,,,,YES
,Seniority-cum-fitness,ಜೇಷ್ಠತೆ ಮತ್ತು ಯೋಗ್ಯತೆ,,,,,,,,,YES
,Seniority-cum-merit,ಜೇಷ್ಠತೆ ಮತ್ತು ಅರ್ಹತೆ,,,,,,,,,YES
,Seniority system,"ಜೇಷ್ಠತಾ ಪದ್ಧತಿ, ವರಿಷ್ಠತೆಯ ವ್ಯವಸ್ಥೆ",,,,,,,,,YES
,Senior management,"ಹಿರಿಯ ಆಡಳಿತ ವರ್ಗ, ವರಿಷ್ಠ ಆಡಳಿತಮಂಡಳಿ",,,,,,,,,YES
,Seniormost,"ಜೇಷ್ಠತಮ, ಉತ್ಕೃಷ್ಠ",,,,,,,,,YES
,Senior scale,ಹಿರಿಯ ಶ್ರೇಣಿ,,,,,,,,,YES
,Senior timescale,ಹಿರಿಯ ಕಾಲಿಕ ವೇತನ ಶ್ರೇಣಿ,,,,,,,,,YES
,Sensation,ಸಂವೇದನೆ,,,,,,,,,YES
,Sensitive,"ಸೂಕ್ಷ್ಮ, ಸಂವೇದನೆ",,,,,,,,,YES
,Sentence,"ಶಿಕ್ಷೆಯ ಆದೇಶ, ಶಿಕ್ಷೆ, ವಾಕ್ಯ, ದಂಡ-ಆದೇಶ",,,,,,,,,YES
,Separated family,"ಪ್ರತ್ಯೇಕಿತ ಕುಟುಂಬ, ಬೇರ್ಪಟ್ಟ ಕುಟುಂಬ",,,,,,,,,YES
,Separation,ಪ್ರತ್ಯೇಕೀಕರಣ,,,,,,,,,YES
,Sequence,ಅನುಕ್ರಮ,,,,,,,,,YES
,Serial list,ಅನುಕ್ರಮ ಪಟ್ಟಿ,,,,,,,,,YES
,Serial number,ಕ್ರಮ ಸಂಖ್ಯೆ,,,,,,,,,YES
,Series,ಸರಣಿ,,,,,,,,,YES
,Serious,"ತೀವ್ರ, ಗಂಭೀರ",,,,,,,,,YES
,Servant,"ಸೇವಕ, ನೌಕರ",,,,,,,,,YES
,Serve,"ನೌಕರಿ ಮಾಡು, ಜಾರಿಮಾಡು, ಸೇವೆ ಮಾಡು",,,,,,,,,YES
,Service,"ಸೇವೆ, ನೌಕರಿ",,,,,,,,,YES
,Serviceable,"ಉಪಯೋಗಾರ್ಹ, ಜಾರಿ ಮಾಡಬಹುದಾದ",,,,,,,,,YES
,Service book,ಸೇವಾ ಪುಸ್ತಕ,,,,,,,,,YES
,Service conditions,"ಸೇವಾ ಷರತ್ತುಗಳು, ಸೇವಾ ಪರಿಸ್ಥಿತಿಗಳು",,,,,,,,,YES
,Service contract,"ಸೇವಾ ಕರಾರು, ಸೇವಾ ಒಪ್ಪಂದ",,,,,,,,,YES
,Service of summon,"ಸಮನ್ ಮಾಡುವ ಸೇವೆ, ಕರೆಯನ್ನು ಜಾರಿ ಮಾಡುವುದು",,,,,,,,,YES
,Service postage stamp,ಸೇವಾ ಅಂಚೆ ಚೀಟಿ,,,,,,,,,YES
,Service record,ಸೇವಾ ದಾಖಲೆ,,,,,,,,,YES
,Service roll,ಸೇವಾ ಪಟ್ಟಿ,,,,,,,,,YES
,Service rules,ಸೇವಾ ನಿಯಮಗಳು,,,,,,,,,YES
,Service verification,"ಸೇವಾ ಪರಿಶೀಲನೆ, ಸೇವಾ ಋಜುವಾತು",,,,,,,,,YES
,Session,"ಅಧಿವೇಶನ, ಸೆಷನ್",,,,,,,,,YES
,Session of parliament,ಪಾರ್ಲಿಮೆಂಟ್ ಅಧಿವೇಶನ,,,,,,,,,YES
,Set,"ಸಮುಚ್ಚಯ, ಸಂವರ್ಗ",,,,,,,,,YES
,Set aside,"ತಳ್ಳಿಹಾಕು, ರದ್ದುಗೊಳಿಸು, ಬೇರೆ ಇಡು",,,,,,,,,YES
,Settlement,"ಇತ್ಯರ್ಥ, ನಿಗದಿ",,,,,,,,,YES
,Set-up,"ಮಂಡಿಸು, ಸ್ಥಾಪಿಸು, ಕಾರ್ಯವ್ಯವಸ್ಥೆ",,,,,,,,,YES
,Severally,"ಬೇರೆ ಬೇರೆಯಾಗಿ, ಪ್ರತ್ಯೇಕವಾಗಿ",,,,,,,,,YES
,Severance of relatiions,ಬಂಧುತ್ವದ ಬೇರ್ಪಡೆ,,,,,,,,,YES
,Severe action,"ತೀವ್ರ ಕ್ರಮ, ಉಗ್ರ ಕ್ರಮ",,,,,,,,,YES
,Sewage,"ಕೊಳಚೆ, ಮೋರಿ",,,,,,,,,YES
,Sex,ಲಿಂಗ,,,,,,,,,YES
,Sex discrimination,"ಲಿಂಗ ತಾರತಮ್ಯ, ಲೈಂಗಿಕ ಭೇದಭಾವ",,,,,,,,,YES
,Share,"ಭಾಗ, ಷೇರು, ಹಿಸ್ಸೆ, ಹಂಚಿಕೊಳ್ಳು",,,,,,,,,YES
,Share holder,ಷೇರುದಾರ,,,,,,,,,YES
,Sharing,"ಹಂಚಿಕೊಳ್ಳುವುದು, ಪಾಲ್ಗೊಳ್ಳು",,,,,,,,,YES
,Shift,"ಪಾಳಿ, ಸರದಿ, ಪಲ್ಲಟಗೊಳಿಸು",,,,,,,,,YES
,Shifting,"ಪಲ್ಲಟಗೊಳಿಸುವುದು, ಸ್ಥಳಾಂತರಿಸು",,,,,,,,,YES
,Shift system,"ಪಾಳಿವ್ಯವಸ್ಥೆ, ಪಾಳಿಪದ್ಧತಿ",,,,,,,,,YES
,Shift transfer,ಪಾಳಿ ವರ್ಗಾವಣೆ,,,,,,,,,YES
,Shortage,"ಕೊರತೆ, ಕಡಿಮೆ",,,,,,,,,YES
,Shortage of manpower,"ಸಂಪನ್ಮೂಲದ, ಕೊರತೆ",,,,,,,,,YES
,Shortfall,"ಕಡಿಮೆಯಾಗುವುದು, ಕೊರತೆ",,,,,,,,,YES
,Shorthand,ಶೀಘ್ರಲಿಪಿ,,,,,,,,,YES
,Short leave,"ಅಲ್ಪ ರಜೆ, ಕಡಿಮೆ ರಜೆ",,,,,,,,,YES
,Shortlist,ಲಘುಪಟ್ಟಿ,,,,,,,,,YES
,Short notice,ಅಲ್ಪಾವಧಿ ಸೂಚನೆ,,,,,,,,,YES
,Short staffed,ಕೊರತೆ ಸಿಬ್ಬಂದಿ,,,,,,,,,YES
,Short term,ಅಲ್ಪಾವಧಿ,,,,,,,,,YES
,Short-term-course,"ಅಲ್ಪಾವಧಿ ಶಿಕ್ಷಣ, ಅಲ್ಪಾವಧಿ ತರಬೇತಿ",,,,,,,,,YES
,Short title,ಸಂಕ್ಷಿಪ್ತ ಶೀರ್ಷಿಕೆ,,,,,,,,,YES
,Show cause notice,ಕಾರಣ ಕೇಳುವ ಸೂಚನೆ,,,,,,,,,YES
,Shut down,ಮುಚ್ಚು,,,,,,,,,YES
,Sick industry,ರೋಗಗ್ರಸ್ತ ಉದ್ಯಮ,,,,,,,,,YES
,Sick leave,ಕಾಯಿಲೆ ರಜೆ,,,,,,,,,YES
,Sickness benefit,ಕಾಯಿಲೆ ಪ್ರಯೋಜನ,,,,,,,,,YES
,Sick report,ಕಾಯಿಲೆ ವರದಿ,,,,,,,,,YES
,Sign,"ಚಿಹ್ನೆ, ರುಜುಮಾಡು, ಗುರುತು",,,,,,,,,YES
,Signature,"ರುಜು, ಹಸ್ತಾಕ್ಷರ, ಸಹಿ",,,,,,,,,YES
,Signature campaign,ಸಹಿ ಚಳುವಳಿ,,,,,,,,,YES
,Signature pad,ಸಹಿ ಪ್ಯಾಡು,,,,,,,,,YES
,Significant,ಮಹತ್ವದ,,,,,,,,,YES
,Signify,"ಸೂಚಿಸು, ತಿಳಿಯ ಪಡಿಸು, ಮಹತ್ವಪೂರ್ಣವಾಗಿರು",,,,,,,,,YES
,Similar,"ಸದೃಶ, ಒಂದೇರೀತಿಯ, ಸಮರೂಪದ",,,,,,,,,YES
,Simple interest,ಸರಳ ಬಡ್ಡಿ,,,,,,,,,YES
,Simultaneous,"ಏಕಕಾಲದ, ಒಂದೇ ಸಮಯದ",,,,,,,,,YES
,Simultaneously,ಏಕಕಾಲದಲ್ಲಿ,,,,,,,,,YES
,Sincere,"ಪ್ರಾಮಾಣಿಕ, ನಿಷ್ಠಾವಂತ",,,,,,,,,YES
,Sine die,ಅನಿರ್ದಿಪ್ಟ ಕಾಲ,,,,,,,,,YES
,Sine qua non,"ಅತ್ಯಾವಶ್ಯಕ, ಅನಿವಾರ್ಯ",,,,,,,,,YES
,Single entry system,"ಏಕ ದಾಖಲೆ ಪದ್ದತಿ, ಏಕ ಗವಾಕ್ಷ ಕ್ರಮ, ಒಂದೇ ಪ್ರದೇಶಕ್ರಮ",,,,,,,,,YES
,Single fare,"ಒಂದು ಕಡೆ ಪ್ರಯಾಣದರ, ವೆಚ್ಚ",,,,,,,,,YES
,Single file system,ಏಕ ಕಡತ ಪದ್ಧತಿ,,,,,,,,,YES
,Sir,"ಸ್ವಾಮಿ, ಒಡೆಯ",,,,,,,,,YES
,Site,ನಿವೇಶನ,,,,,,,,,YES
,Site plan,ನಿವೇಶನದ ನಕ್ಷೆ,,,,,,,,,YES
,Sitting member,"ಹಾಲಿ ಸದಸ್ಯ, ಆಸೀನ ಸದಸ್ಯ",,,,,,,,,YES
,Situation,"ಸನ್ನಿವೇಶ, ಪರಿಸ್ಥಿತಿ",,,,,,,,,YES
,Situations vacant,ಖಾಲಿ ಇರುವ ಸ್ಥಾನಗಳು,,,,,,,,,YES
,Situations wanted,ಬೇಕಾಗಿರುವ ಸ್ಥಾನಗಳು,,,,,,,,,YES
,Skeleton staff,ಅತ್ಯಲ್ಪ ಸಿಬ್ಬಂದಿ,,,,,,,,,YES
,Skilled labourer,ಕುಶಲಕಾರ್ಮಿಕ,,,,,,,,,YES
,Slackness,ಶಿಥಿಲತೆ,,,,,,,,,YES
,Slack season,ಶಿಥಿಲ ಕಾಲಮಾನ,,,,,,,,,YES
,Slander,"ನಿಂದೆ, ಅಪಮಾನ",,,,,,,,,YES
,Sleeper class,ಶಯನ ಶ್ರೇಣಿ,,,,,,,,,YES
,Sliding scale,ಸರಿದಾಡುವ ವೇತನಶ್ರೇಣಿ,,,,,,,,,YES
,Slip,ಚೀಟಿ,,,,,,,,,YES
,Slow down,ನಿಧಾನ ಮಾಡು,,,,,,,,,YES
,Slum,"ಕೊಳೆಗೇರಿ, ಕೊಳಚೆಪ್ರದೇಶ",,,,,,,,,YES
,Slump,ಕುಸಿತ,,,,,,,,,YES
,Small savings fund,ಸಣ್ಣ ಉಳಿತಾಯನಿಧಿ,,,,,,,,,YES
,Small scale enterprise,ಸಣ್ಣ ಪ್ರಮಾಣದ ಉದ್ಯಮ,,,,,,,,,YES
,Small scale industry,ಸಣ್ಣ ಪ್ರಮಾಣದ ಕೈಗಾರಿಕೆ,,,,,,,,,YES
,Smartness,"ಚುರುಕುತನ, ಚತುರತೆ, ನಾಜೂಕುತನ",,,,,,,,,YES
,Smooth,ನಯವಾದ,,,,,,,,,YES
,Snap inspection,"ದಿಢೀರ್ ತನಿಖೆ, ಅನಿರೀಕ್ಷಿತ ತನಿಖೆ",,,,,,,,,YES
,Snap strike,ದಿಢೀರ್‌ ಮುಷ್ಕರ,,,,,,,,,YES
,Social security,ಸಾಮಾಜಿಕ ಭದ್ರತೆ,,,,,,,,,YES
,Social welfare,ಕುಟುಂಬ ಕಲ್ಯಾಣ,,,,,,,,,YES
,Software,"ಸಾಫ್ಟ್ ವೇರ್, ತಂತ್ರಾಂಶ",,,,,,,,,YES
,Sojourn,"ತಂಗು, ವಸತಿ ಮಾಡು",,,,,,,,,YES
,Sole,ಏಕೈಕ,,,,,,,,,YES
,Sole agency,ಏಕೈಕ ಕಾರ್ಯಭಾರ,,,,,,,,,YES
,Solemn,ಶ್ರದ್ಧಾ ಪೂರ್ವಕ,,,,,,,,,YES
,Solemn affirmation,ಶ್ರದ್ಧಾ ಪೂರ್ವಕ ದೃಢೀಕರಣ,,,,,,,,,YES
,Solemnity,"ಸತ್ಯನಿಷ್ಠೆ, ಗಾಂಭೀರ್ಯ",,,,,,,,,YES
,Solemnize,"ಅನುಷ್ಠಾಪಿಸುವುದು, ವಿಧಿವತ್ತಾಗಿ ನೆರವೇರಿಸುವುದು",,,,,,,,,YES
,Solemnly,"ಶ್ರದ್ಧಾ ಪೂರ್ವಕವಾಗಿ, ನಿಷ್ಠೆಪೂರ್ವಕ",,,,,,,,,YES
,Sole owner,ಏಕಮಾತ್ರ ಒಡೆಯ,,,,,,,,,YES
,Solicit,"ಪ್ರಾರ್ಥಿಸು, ಕೋರು, ಬೇಡು, ಆಹ್ವಾನಿಸು, ವಿನಂತಿಸು",,,,,,,,,YES
,Sodiarity,ಏಕತೆ,,,,,,,,,YES
,Solitary,"ಏಕಮಾತ್ರ, ಏಕಾಕಿ, ಒಂಟಿಗ",,,,,,,,,YES
,Solitary case,ಏಕೈಕ ಪ್ರಕರಣ,,,,,,,,,YES
,Solution,"ಪರಿಹಾರ, ದ್ರಾವಣ, ಸಮಾಧಾನ",,,,,,,,,YES
,Solve,"ಬಿಡಿಸು, ಪರಿಹರಿಸು",,,,,,,,,YES
,Sorting,ವಿಂಗಡಿಸು,,,,,,,,,YES
,Sorting appliance,ವಿಂಗಡಣೆಯ ಸಾಧನೆ,,,,,,,,,YES
,Source,ಮೂಲ,,,,,,,,,YES
,Source of income,ಆದಾಯದ ಮೂಲ,,,,,,,,,YES
,Souvenir,ಸ್ಮರಣ ಸಂಚಿಕೆ,,,,,,,,,YES
,Sovereign,ಸಾರ್ವಭೌಮ,,,,,,,,,YES
,Sovereignty,ಸಾರ್ವ ಭೌಮತ್ವ,,,,,,,,,YES
,Space,"ಜಾಗ, ಅವಕಾಶ, ಬಾಹ್ಯಾಕಾಶ",,,,,,,,,YES
,Spacing,ಜಾಗ ಬಿಡುವುದು,,,,,,,,,YES
,Spade work,ಪ್ರಾರಂಭಿಕ ಕಾರ್ಯ,,,,,,,,,YES
,Spare,"ಉಳಿಸು, ರಕ್ಷಿಸು, ಬಿಡಿ",,,,,,,,,YES
,Spare copy,ಹೆಚ್ಚಿನ ಪ್ರತಿ,,,,,,,,,YES
,Spare time,ಬಿಡುವಿನ ವೇಳೆ,,,,,,,,,YES
,Speaker,"ಸಭಾಪತಿ, ಭಾಷಣಕಾರ",,,,,,,,,YES
,Special,ವಿಶೇಷ,,,,,,,,,YES
,Special ability test,ವಿಶೇಷ ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ,,,,,,,,,YES
,Special allowance,ವಿಶೇಷ ಭತ್ಯೆ,,,,,,,,,YES
,Special cell,ವಿಶೇಷ ಘಟಕ,,,,,,,,,YES
,Special commendation,ವಿಶೇಷ ಪ್ರಶಂಸೆ,,,,,,,,,YES
,Special compensatory allownce,ವಿಶೇಷ ಪರಿಹಾರ ಭತ್ಯೆ,,,,,,,,,YES
,Special drive,"ವಿಶೇಷ ಆಂದೋಲನ, ವಿಶೇಷ ಏರ್ಪಾಟು",,,,,,,,,YES
,Special grant,ವಿಶೇಷ ಅನುದಾನ,,,,,,,,,YES
,Specialist,"ತಜ್ಞ, ಪ್ರವೀಣ",,,,,,,,,YES
,Specialization,"ತಜ್ಞತೆ, ಪ್ರಾವೀಣ್ಯ",,,,,,,,,YES
,Special messanger,"ವಿಶೇಷ ಸಂದೇಶವಾಹಕ, ವಿಶೇಷದೂತ",,,,,,,,,YES
,Special pay,ವಿಶೇಷ ವೇತನ,,,,,,,,,YES
,Special power of attorney,ನ್ಯಾಯವಾದಿಯ ವಿಶೇಷ ಅಧಿಕಾರ,,,,,,,,,YES
,Special protection group (SPG),ವಿಶೇಷ ರಕ್ಷಣಾದಳ,,,,,,,,,YES
,Specific,ನಿರ್ದಿಷ್ಟ,,,,,,,,,YES
,Specification,"ವಿಶಿಷ್ಟ ವಿವರಣೆ, ತಪಶೀಲು",,,,,,,,,YES
,Specific denial,ನಿರ್ದಿಷ್ಟ ನಿರಾಕರಣೆ,,,,,,,,,YES
,Specific reason,ನಿರ್ದಿಷ್ಟ ಕಾರಣ,,,,,,,,,YES
,Specimen signature,ಮಾದರಿ ಸಹಿ,,,,,,,,,YES
,Speculation,"ಕಲ್ಪನೆ, ಊಹಾಪೋಹ",,,,,,,,,YES
,Speech,"ಭಾಷಣ, ಮಾತು, ವಾಚಾ",,,,,,,,,YES
