ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Section formula,ವಿಭಜನಾ ಸೂತ್ರ,,,,,,,,,
,Sector,"ವೃತ್ತಖಂಡ, ಕ್ಷೇತ್ರ ತ್ರಿಜ್ಯಾಖಂಡ, ವಲಯ, ತ್ರಿಜ್ಯಂತರ ಖಂಡ",,,,,,,,,
,Sector,"ವರ್ತುಲ ಭಾಗ, ವಿಭಾಗ",,,,,,,,,
,Security,ಸುರಕ್ಷೆ / ಭದ್ರತೆ,,,,,,,,,
,Sedimentation,"ಗಸಿ, ಗಟ್ಟಿಕೆ",,,,,,,,,
,Seed,ಬೀಜ,,,,,,,,,
,Seed bank,"ಬೀಜ ಬ್ಯಾಂಕ್, ನಿಧಿ",,,,,,,,,
,Seedling,"ಬೀಜಕ, ಸಸಿ",,,,,,,,,
,Segment,"ಭಾಗ, ವಿಭಾಗ, ತುಂಡು",,,,,,,,,
,Segment,ಖಂಡ,,,,,,,,,
,Segment of a circle,ವೃತ್ತಖಂಡ,,,,,,,,,
,Segregation,ಪ್ರತ್ಯೇಕಿಸುವಿಕೆ,,,,,,,,,
,Select,"ಆರಿಸು, ಆಯ್ದು ತೆಗೆ, ಹೆಕ್ಕು",,,,,,,,,
,Selection,ಆಯ್ಕೆ,,,,,,,,,
,Selectively permeable membrane,"ಆಕ್ಷಿವ್ಯಾಪ್ಯಪೊರೆ, ಆಯ್ದ ಪ್ರವೇಶ ಸಾಧ್ಯಪೊರೆ",,,,,,,,,
,Self inductance,ಸ್ವಪ್ರೇರಕತೆ,,,,,,,,,
,Self induction,ಸ್ವಪ್ರೇರಣೆ,,,,,,,,,
,Self pollination,ಪರಾಗಸ್ಪರ್ಶ ಸ್ವಕೀಯ,,,,,,,,,
,Self pollination,"ಸ್ವಕೀಯ ಪರಾಗಸ್ಪರ್ಶ, ಸ್ವಪರಾಗಣ",,,,,,,,,
,Self-sustained,ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,,,,,,,,,
,Selling price,ಮಾರಾಟ ಬೆಲೆ,,,,,,,,,
,Semen,ವೀರ್ಯ,,,,,,,,,
,Semi circle,"ಅರ್ಧವೃತ್ತ, ಅರ್ಧ ವರ್ತುಲ",,,,,,,,,
,Semi conductor,ಅರೆವಾಹಕ,,,,,,,,,
,Semi conductor electronics,ಅರೆವಾಹಕ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,,,,,,,,,
,Semi group,ಅರ್ಧಸಂಕುಲ,,,,,,,,,
,Semi latus rectum,ಆರ್ಧನಾಭಿ ಲಂಬ,,,,,,,,,
,Semi major axis,ಅರ್ಧದೀರ್ಘಾಕ್ಷ,,,,,,,,,
,Semi minor axis,ಅರ್ಧಹೃಸ್ವಾಕ್ಷ,,,,,,,,,
,Semiconductor,ಅರ್ಧವಾಹಕ,,,,,,,,,
,Semipermeable,ಅರ್ಧಪಾರಕ,,,,,,,,,
,Semipermeable membrane,ಅರ್ಧಪಾರಕ ಪೊರೆ,,,,,,,,,
,Senescence,"ವೃದ್ಧಾಪ್ಯ, ಮುಪ್ಪು",,,,,,,,,
,Senility,"ಅರುಳು ಮರುಳು, ಮುಪ್ಪು",,,,,,,,,
,Sensation,ಸಂವೇದನೆ,,,,,,,,,
,Sense,"ಸಂವೇದನೆ, ಅರಿವು",,,,,,,,,
,Sense organs,"ಜ್ಞಾನೇಂದ್ರಿಯಗಳು, ಸಂವೇದನಾಂಗಗಳು",,,,,,,,,
,Sensory,ಸಂವೇದನಾ,,,,,,,,,
,Sensory nerve,ಸಂವೇದನಾ ನರ,,,,,,,,,
,Sensory organ,ಸಂವೇದನಾ ಅಂಗ,,,,,,,,,
,Sepal,"ಪತ್ರ, ಬಾಹ್ಯದಳ, ಪುಷ್ಪಪತ್ರ",,,,,,,,,
,Separating funnel,"ಪ್ರತ್ಯೇಕನ ಆಲಿಕೆ, ಲಾಳಿಕೆ",,,,,,,,,
,Separation,"ಪ್ರತ್ಯೇಕನ, ಬೇರ್ಪಡಿಸುವುದು, ಬೇರ್ಪಡಿಕೆ",,,,,,,,,
,Sepsis,"ಕೀವು, ನಂಜು",,,,,,,,,
,Sequence,"ಶ್ರೇಣಿ, ಕ್ರಮಗತಿ",,,,,,,,,
,Sequence,"ಅನುಕ್ರಮ, ಶ್ರೇಡಿ",,,,,,,,,
,Sere,ಪ್ರಾಣಿ/ಸಸ್ಯವರ್ಗಗಳ ಪರಂಪರೆ,,,,,,,,,
,Series,"ಶ್ರೇಣಿ, ಸರಣಿ, ಮಾಲೆ",,,,,,,,,
,Serrate,"ಗರಗಸದಂಚು, ಕಚ್ಚುಕಚ್ಚಾದ",,,,,,,,,
,Serum,"ರಕ್ತರಸ, ರಕ್ತಸಾರ, ಸೀರಂ",,,,,,,,,
,Server page,ಪೂರೈಕೆದಾರ ಪುಟ,,,,,,,,,
,Sessile,ಅಸೀನ,,,,,,,,,
,Session,ಅಧಿವೇಶನ,,,,,,,,,
,Set,ಗಣ,,,,,,,,,
,Set builder form,ನಿಯಮಪದ್ಧತಿ,,,,,,,,,
,Set square,"ಮೂಲೆಪಟ್ಟಿ, ತ್ರಿಕೋನ ಜೋಡಿ",,,,,,,,,
,Set up,ಸಿದ್ಧತಾ ಆದೇಶ,,,,,,,,,
,Sewage,"ಚರಂಡಿಕೊಚ್ಚೆ, ಕಚರ",,,,,,,,,
,Sex determination,ಲಿಂಗ ನಿರ್ಧಾರ,,,,,,,,,
,Sexagesimal,ಷಷ್ಟಾಂಶ ಪದ್ದತಿ,,,,,,,,,
,Sexual,ಲೈಂಗಿಕ,,,,,,,,,
,Sexual contact,ಲೈಂಗಿಕ ಸಂಪರ್ಕ,,,,,,,,,
,Sexual type,ಲೈಂಗಿಕ ರೀತಿ,,,,,,,,,
,Sexually transmitted disease,"ಗುಹ್ಯ ರೋಗ, ರತಿರೋಗ, ಲೈಂಗಿಕ ಸಂಪರ್ಕರೋಗ",,,,,,,,,
,Shaded,"ಛಾಯಗೊಳಿಸಿದ, ವರ್ಣಲೇಪಿತ",,,,,,,,,
,Shape,ಆಕಾರ,,,,,,,,,
,Share,ಪಾಲು,,,,,,,,,
,Sharpness,"ಹರಿತವಾಗಿ ಇರುವ, ತೀಕ್ಷ್ಣತೆ",,,,,,,,,
,Shear,"ರೂಪವ್ಯತ್ಯಾಸ, ರಚನೆಯಲ್ಲಿನ ಆಂತರಿಕ ಒತ್ತಡ",,,,,,,,,
,Shear,ನಿರೂಪಣ,,,,,,,,,
,Sheath,ಕವಚ,,,,,,,,,
,Shell,"ಚಿಪ್ಪು, ಕವಚ",,,,,,,,,
,Shielding effect,ರಕ್ಷಣಾ ಪರಿಣಾಮ,,,,,,,,,
,Shift,ಪಲ್ಲಟ,,,,,,,,,
,Shift,"ಸ್ಥಾನಾಂತರ, ಸ್ಥಾನಪಲ್ಲಟ",,,,,,,,,
,Shift key,ಶಿಫ್ಟ್ ಕೀಲಿ,,,,,,,,,
,Shoot,"ಚಿಗುರು, ಕುಡಿ",,,,,,,,,
,Shortcut,ಸಮೀಪಮಾರ್ಗ,,,,,,,,,
,Show,ಪ್ರದರ್ಶನ,,,,,,,,,
,Show that,ತೋರಿಸು,,,,,,,,,
,Shower,"ವೃಷ್ಟಿ, ಸುರಿತ",,,,,,,,,
,Shrub,ಕುರುಚಲುಗಿಡ,,,,,,,,,
,Shutdown,"ಗಣಕನಿಲುಗಡೆ, ಗಣಕಮುಚ್ಚುವಿಕೆ",,,,,,,,,
,Siamese twin,ಸಮಹೋಲಿಕೆಯ ಸಯಾಮಿನ,,,,,,,,,
,Siblings,"ರಕ್ತ ಸಂಬಂಧಿಗಳು, ಅಣ್ಣತಮ್ಮಂದಿರು, ಅಕ್ಕತಂಗಿಯರು",,,,,,,,,
,Side,"ಬಾಹು, ಭುಜ",,,,,,,,,
,Sieve,ಜರಡಿ,,,,,,,,,
,Sieve plate,ಜರಡಿ ತಟ್ಟೆ,,,,,,,,,
,Sieve tube,"ಜರಡಿ ನಾಳ, ಜರಡಿ ಕೊಳೆವೆ",,,,,,,,,
,Sigma bond,ಏಕಬಂಧ,,,,,,,,,
,Sign,ಚಿಹ್ನೆ,,,,,,,,,
,Sign convention,"ಚಿಹ್ನೆಯನಡೆವಳಿಕೆ, ರೂಢಿಗತ ಸಂಕೇತ",,,,,,,,,
,Signal,ಸಂಜ್ಞೆ,,,,,,,,,
,Significance,"ಮಹತ್ವ, ಪ್ರಾಧಾನ್ಯ",,,,,,,,,
,Significant,ಪ್ರಧಾನವಾದ,,,,,,,,,
,Signum,ಸಂಕೇತನಾತ್ಮಕ,,,,,,,,,
,Signum function,ಸಂಕೇತಾತ್ಮಕ ಉತ್ಪನ್ನ,,,,,,,,,
,Silicon chip,ಸಿಲಿಕಾನ್ ಚಿಪ್,,,,,,,,,
,Silk,ರೇಷ್ಮೆ,,,,,,,,,
,Silk gland,ರೇಷ್ಮೆ ಗ್ರಂಥಿ,,,,,,,,,
,Silk worm,ರೇಷ್ಮೆ ಹುಳು,,,,,,,,,
,Silver,"ಬೆಳ್ಳಿ, ಕವಚ",,,,,,,,,
,Similar,"ಸಮರೂಪ, ಸದೃಶ, ಸರ್ವಸಮ",,,,,,,,,
,Similar figure,ಸರ್ವಸಮಾನಾಕೃತಿ,,,,,,,,,
,Similarity,"ಸಾಮ್ಯ, ಸಾದೃಶ್ಯ",,,,,,,,,
,Similarity,ಸಾದೃಶ್ಯತೆ,,,,,,,,,
,Similarly,ಹೀಗೆಯೇ,,,,,,,,,
,Simple,ಸರಳ,,,,,,,,,
,Simple event,ಸರಳ ಘಟನೆ,,,,,,,,,
,Simple harmonic motion,ಸರಳ ಸಂಗತ ಚಲನೆ,,,,,,,,,
,Simple interest,ಸರಳ ಬಡ್ಡಿ,,,,,,,,,
,Simplest form,ಸರಳ ರೂಪ,,,,,,,,,
,Simplication,"ಸಂಕ್ಷೇಪಿಸುವುದು, ಸರಳೀಕರಿಸುವುದು, ಸರಳಿಕರಣ",,,,,,,,,
,Simplification,ಸರಳೀಕರಣ,,,,,,,,,
,Simplify,"ಸುಲಭರೂಪಕ್ಕೆ ತರು, ಸಂಕ್ಷೇಪಿಸು",,,,,,,,,
,Simulation,ಪ್ರತ್ಯನುಕರಣೆ,,,,,,,,,
,Simultaneous equations,ಏಕಕಾಲಿಕ ಸಮೀಕರಣಗಳು,,,,,,,,,
,Single,"ಒಂಟಿ, ಒಂದು, ಏಕಾಂಗಿ",,,,,,,,,
,Single bond,ಏಕ ಕೋನ,,,,,,,,,
,Single valued,ಏಕಮೌಲ್ಯ,,,,,,,,,
,Singlet,ಏಕ,,,,,,,,,
,Singleton set,ಏಕಾಂಕಗಣ,,,,,,,,,
,Singular matrix,"ವೈಶೇಷಿಕ ಕೋಶ, ಏಕ ಮಾತೃಕೆ",,,,,,,,,
,Site,ತಾಣ,,,,,,,,,
,Size,ಗಾತ್ರ,,,,,,,,,
,Skeletal muscle,ಅಸ್ಥಿಸ್ನಾಯು,,,,,,,,,
,Skeleton,"ಕಂಕಾಲ, ಅಸ್ಥಿಪಂಜರ",,,,,,,,,
,Skew lines,ಸಮಾಂತರ ಸಮತಲಗಳಲ್ಲಿಯ ಸರಳರೇಖೆಗಳು,,,,,,,,,
,Skew symmetric matrix,"ವಿಷಮ ಸಮಮಿತ ಮಾತೃಕೆ, ವಿಷಮಾಂಗಕೋಶ",,,,,,,,,
,Skin,"ಚರ್ಮ, ತ್ವಚೆ",,,,,,,,,
,Skip,"ಮಧ್ಯೆ ಬಿಟ್ಟುಬಿಡು, ಹಾರಿಸಿಬಿಡು",,,,,,,,,
,Skull,"ತಲೆ ಬುರುಡೆ, ಕಪಾಲ",,,,,,,,,
,Slack,ಸಡಿಲವಾದ,,,,,,,,,
,Slag,ಕಿಟ್ಟ,,,,,,,,,
,Slave unit,ಪೂರಕಘಟಕ,,,,,,,,,
,Sleep,"ನಿದ್ದೆ, ನಿದ್ರೆ",,,,,,,,,
,Sleep mode,ಜಡಾವಸ್ಥೆ,,,,,,,,,
,Slide,ಜಾರುಫಲಕ / ಜಾರುತೆರೆ,,,,,,,,,
,Slime,"ಲೋಳೆ, ಜಿಗುಟು",,,,,,,,,
,Slip ring,ಜಾರು ಉಂಗುರ,,,,,,,,,
,Slope,"ಓಟ, ಇಳಿಜಾರು, ಇಳುಕಲು",,,,,,,,,
,Slope intercept form,ಓಟ-ಛೇಧಕ ರೂಪ,,,,,,,,,
,Sludge,ಗೋಡುಮಣ್ಣು,,,,,,,,,
,Small intestine,ಸಣ್ಣಕರುಳು,,,,,,,,,
,Small pox,ಸಿಡುಬು,,,,,,,,,
,Small strips,ಚಿಕ್ಕಪಟ್ಟಿಗಳು/ರೇಖೆಗಳು,,,,,,,,,
,Smelting,"ಗಲನಿಕೆ, ಸ್ಫುಟೀಕರಿಸುವಿಕೆ",,,,,,,,,
,Smog,"ಹೊಗೆ ಮತ್ತು ಮಂಜಿನ ಗಾಢ ಮಿಶ್ರಣ, ಹೊಂಜು",,,,,,,,,
,Smoke,ಹೊಗೆ,,,,,,,,,
,Smooth,ನಯ,,,,,,,,,
,Smooth muscle,ಸ್ನಾಯು ನಯ,,,,,,,,,
,Snail,ಬಸವನಹುಳು,,,,,,,,,
,Social insects,"ಸಂಘಜೀವ, ಸಾಮಾಜಿಕ ಕೀಟಗಳು",,,,,,,,,
,Social network,ಸಾಮಾಜಿಕಜಾಲ,,,,,,,,,
,Sodium,ಸೋಡಿಯಂ,,,,,,,,,
,Soft,"ಮೃದು, ಮೆತು, ಮೆದು",,,,,,,,,
,Soft copy,ವಿದ್ಯುನ್ಮಾನ (ಗಣಕ) ಪ್ರತಿ,,,,,,,,,
,Soft metal,ಲೋಹ ಮೃದು,,,,,,,,,
,Soft palate,ಅಂಗುಳು ಮೃದು,,,,,,,,,
,Soft water,ನೀರು ಮೆದು,,,,,,,,,
,Software,ತಂತ್ರಾಂಶ,,,,,,,,,
,Soil,"ಮಣ್ಣು, ಮಣ್ಣಿನ",,,,,,,,,
,Soil erosion,ಮಣ್ಣಿನ ಸವಕಳಿ,,,,,,,,,
,Soil fertility,ಮಣ್ಣಿನ ಫಲವತ್ತತೆ,,,,,,,,,
,Soil management,ಮಣ್ಣಿನ ನಿರ್ವಹಣೆ,,,,,,,,,
,Soil profile,ಮಣ್ಣಿನ ಪಾರ್ಶ್ವನೋಟ,,,,,,,,,
,Soil texure,ಮಣ್ಣಿನ ರಚನೆ,,,,,,,,,
,Solar,ಸೌರ,,,,,,,,,
,Solar cell,ಸೌರ ಕೋಶ,,,,,,,,,
,Solar collector,ಸೌರ ಸಂಗ್ರಾಹಕ,,,,,,,,,
,Solar energy,ಸೌರ ಶಕ್ತಿ,,,,,,,,,
,Sole,"ಅಂಗಾಲು, ಪಾದದ ಅಡಿ",,,,,,,,,
,Solid,ಘನ,,,,,,,,,
,Solid angle,ಘನ ಕೋನ,,,,,,,,,
,Solid figure,ಘನಾಕೃತಿ,,,,,,,,,
,Solid state chemistry,ಘನಸ್ಥಿತಿ ರಸಾಯನವಿಜ್ಞಾನ,,,,,,,,,
,Solitary,"ಒಂಟಿ, ಏಕಾಂಗಿ",,,,,,,,,
,Solubility,ವಿಲೀನತೆ,,,,,,,,,
,Soluble,ವಿಲೀನ,,,,,,,,,
,Soluble,"ವಿನೀಲವಾಗಬಲ್ಲ, ಕರಗಬಲ್ಲ",,,,,,,,,
,Solute,"ದ್ರವ್ಯ, ದ್ರಾವ್ಯ, ವಸ್ತು",,,,,,,,,
,Solute,ದ್ರಾವ್ಯ,,,,,,,,,
,Solution,ದ್ರಾವಣ,,,,,,,,,
,Solution,ಪರಿಹಾರ,,,,,,,,,
,Solve the system of equations by matrix method,ಕೋಶ ಪದ್ಧತಿ ಉಪಯೋಗಿಸಿ ಸರಳ ಸಮೀಕರಣಗಳ ಪರಿಹಾರ ಕಂಡುಹಿಡಿಯಿರಿ,,,,,,,,,
,Solved equations,ಪರಿಹರಿಸಿದ/ ಬಿಡಿಸಿದ ಸಮೀಕರಣಗಳು,,,,,,,,,
,Solved examples,"ಪರಿಹರಿಸಿದ ಉದಾಹರಣೆಗಳು, ಬಿಡಿಸಿದ ಉದಾರಣೆಗಳು",,,,,,,,,
,Solvent,ದ್ರಾವಕ,,,,,,,,,
,Soma,"ಕಾಯ,ತನು",,,,,,,,,
,Somatic cell,"ಕಾಯಕೋಶ, ತನು ಕೋಶ",,,,,,,,,
,Sorghum,ಜೋಳ,,,,,,,,,
,Sorption,ಶೋಷಣ,,,,,,,,,
,Sorter view,ವಿಂಗಡಕನೋಟ,,,,,,,,,
,Sorting,ವಿಂಗಡಣೆ,,,,,,,,,
,Sound cord,ಶಬ್ದಸಂಯೋಜಕ,,,,,,,,,
,Sound wave,"ಚಿತ್ರಣ ತರಂಗ, ಚಿತ್ರ ಶಬ್ದ ತರಂಗ",,,,,,,,,
,Source,ಆಕರ,,,,,,,,,
,Source code,ಆಕರಸಂಕೇತ,,,,,,,,,
,Space,"ಅಂತರಿಕ್ಷ, ಆಕಾಶ, ಪ್ರದೇಶ",,,,,,,,,
,Space,"ಅಂತರಿಕ್ಷ, ವ್ಯೋಮ, ಆಕಾಶ",,,,,,,,,
,Space bar,ಅಂತರಪಟ್ಟಿಕೆ,,,,,,,,,
,Space time,ಅಂತರಿಕ್ಷ ಕಾಲ,,,,,,,,,
,Spade,"ಸನಿಕೆಯಾಕಾರ, ಸನಿಕೆ",,,,,,,,,
,Span,"ಹರವು, ವಿಸ್ತಾರ",,,,,,,,,
,Sparingly soluble,ವಿರಳವಾಗಿ ಕರಗುವ,,,,,,,,,
,Spark plug,"ಕಿಡಿಬೆಣೆ, ಸ್ಪಾರ್ಕ್‌ಪ್ಲಗ್",,,,,,,,,
,Spathe,ಹೊಂಬಾಳೆ,,,,,,,,,
,Spatula,ಮರಚಮಚೆ,,,,,,,,,
,Spawn,ಜಲಾಂಡಕ,,,,,,,,,
,Speaker,ಧ್ವನಿವರ್ಧಕ,,,,,,,,,
,Species,ಪ್ರಭೇದ,,,,,,,,,
,Specific action,ನಿರ್ದಿಷ್ಟ ಕಾರ್ಯ,,,,,,,,,
,Specific gravity,ಸಾಪೇಕ್ಷಸಾಂದ್ರತೆ,,,,,,,,,
,Specific heat,"ವಿಶಿಷ್ಟೋಷ್ಣ, ಗ್ರಾಹ್ಯೋಷ್ಣ",,,,,,,,,
,Specification,ನಿರ್ದಿಷ್ಟವಿವರ,,,,,,,,,
,Specificity,ವಿಶಿಷ್ಟತೆ,,,,,,,,,
,Specimen,ಪ್ರತಿಚಯ,,,,,,,,,
,Spectra,ರೋಹಿತಗಳು,,,,,,,,,
,Spectral analysis,ರೋಹಿತ ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,Spectral series,"ರೋಹಿತದ ಸರಣಿ, ವರ್ಣಪಟಲದ ಸರಣಿ",,,,,,,,,
,Spectroscope,ರೋಹಿತದರ್ಶಕ,,,,,,,,,
,Spectroscopy,ರೋಹಿತವಿಜ್ಞಾನ,,,,,,,,,
,Spectrum,"ರೋಹಿತ, ವರ್ಣಪಟಲ",,,,,,,,,
,Speech recognition,"ಧ್ವನಿ ಗುರುತಿಸುವಿಕೆ, ನುಡಿಜಾಣ",,,,,,,,,
,Speech synthesis,ಧ್ವನಿಸಂಶ್ಲೇಷಣೆ,,,,,,,,,
,Speed,"ಜವ, ಚಲನೆಯ ಗತಿ",,,,,,,,,
,Speed limit,ವೇಗಮಿತಿ,,,,,,,,,
,Speed scalar,ಜವ ಅದಿಶ,,,,,,,,,
,Spell check,ಕಾಗುಣಿತಪರೀಕ್ಷೆ,,,,,,,,,
,Sperm,"ವೀರ್ಯಾಣು, ಶುಕ್ಲಾಣು",,,,,,,,,
,Sperm,"ರೇತುಕಣ, ವೀರ್ಯಣು, ಬೀಜಾಣು, ರೇತ್ರಾಣು",,,,,,,,,
,Spermatid,"ರೇತು, ನೆನೆ ಕಣ, ಕುಡಿ, ಅಪಕ್ವರೇತ್ರ, ಅಪಕ್ವ ವೀರ್ಯಾಣು",,,,,,,,,
,Spermatocyte,"ರೇತುಜನಕ, ವೀರ್ಯಜನಕ",,,,,,,,,
,Spermatophyte,ಬೀಜಸಸ್ಯ,,,,,,,,,
,Sphere,"ಗೋಲ, ಗೋಲಾಕೃತಿ",,,,,,,,,
,Spherical,ಗೋಳಾಕಾರದ ಗೋಳೀಯ,,,,,,,,,
,Spherical mirror,ಗೋಳಾಕಾರದ ಗೋಳೀಯ ದರ್ಪಣ,,,,,,,,,
,Spherical mirror,ದರ್ಪಣ ಗೋಳೀಯ,,,,,,,,,
,Spherical shell,"ಗೋಳಾಕಾರದ ಗೋಳೀಯ ತೊಗಟೆ, ಕವಚ, ಚಿಪ್ಪು",,,,,,,,,
,Spherical surface,ಗೋಳಾಕಾರದ ಗೋಳೀಯ ಮೇಲ್ಮೈ,,,,,,,,,
,Spheriod,ಗೋಳಕಲ್ಪ,,,,,,,,,
,Spice,ಸಂಬಾರ,,,,,,,,,
,Spider,ಜೇಡರ ಹುಳು,,,,,,,,,
,Spike,ಹೂಗೊನೆ,,,,,,,,,
,Spin,"ಪರಿಭ್ರಮಣೆ,",,,,,,,,,
,Spin,"ಗಿರಕಿ, ಗಿರಕಿ ಹೊಡೆ",,,,,,,,,
,Spin dependent,ಗಿರಕಿ ಅವಲಂಬಿತ,,,,,,,,,
,Spine,"ಬೆಂಗಂಬ, ಬೆನ್ನೆಲುಬು, ಬೆನ್ನುಮೂಳೆ, ಮುಳ್ಳು",,,,,,,,,
,Spiracles,ಶ್ವಾಸರಂಧ್ರ,,,,,,,,,
,Spiral,ಸುರುಳಿ,,,,,,,,,
,Spleen,"ಗುಲ್ಮ, ಪ್ಲೀಹ, ತೊರಳೆ",,,,,,,,,
,Spontaneity,ಅನೈಚ್ಛಿಕ,,,,,,,,,
,Spontaneous,"ಸ್ವಪ್ರೇರಿತ, ಸ್ವಪದರ್ಪಿತ, ಅಯತ್ನ, ದಿಢೀರನೆ",,,,,,,,,
,Spontaneous generation,"ಸ್ವಾಭಾವಿಕ ಜೀವೋತ್ಪತ್ತಿ, ಸ್ವಪ್ರೇರಿತಪೀಳಿಗೆ",,,,,,,,,
,Sporangia,ಬೀಜಕದಾನಿ,,,,,,,,,
,Spore,ಬೀಜಕ,,,,,,,,,
,Sporogenesis,ಬೀಜಾಣು ಜನನಕ್ರಿಯೆ,,,,,,,,,
,Sporophyte,ಬೀಜಕಸಸ್ಯ,,,,,,,,,
,Spray,ಸಿಂಪಡಕ,,,,,,,,,
,Sprayer,ಸಿಂಪಡಿಸುವ,,,,,,,,,
,Spread,ಸುತ್ತುವರಿದ,,,,,,,,,
,Spring force,ಸುರಳಿಯ ಬಲ,,,,,,,,,
,Sprinkler irrigation,ನೀರಾವರಿ ಸಿಂಪಡಿಕ,,,,,,,,,
,Sprinkler irrigation,ತುಂತುರು ನೀರಾವರಿ,,,,,,,,,
,Sprouting,ಅಂಕುರೀಕರಣ,,,,,,,,,
,Sputum,"ಕಫ, ತೊಂಟೆ, ಉಗುಳು",,,,,,,,,
,Square,"ವರ್ಗ, ಚದರ, ಚಚ್ಚೌಕ",,,,,,,,,
,Square number,ವರ್ಗಸಂಖ್ಯೆ,,,,,,,,,
,Square root,ವರ್ಗಮೂಲ,,,,,,,,,
,Square wave,ಚದರ ತರಂಗ,,,,,,,,,
,Squaring,"ದ್ವಿಘಾತ್ರ, ಸಂಪೂರ್ಣ ವರ್ಗಮಾಡಿದಾಗ",,,,,,,,,
,Stable,ಸ್ಥಿರ,,,,,,,,,
,Stamen,ಪುಂಕೇಸರ,,,,,,,,,
,Stammer,ಉಗ್ಗು,,,,,,,,,
,Stand,"ನಿಶ್ಚಿತ ಅಭಿಪ್ರಾಯ, ನಿಲ್ಲು",,,,,,,,,
,Standard,"ಮಾನಕ, ಪ್ರಮಿತ",,,,,,,,,
,Standard,"ಪ್ರಮಾಣಕ, ಶಿಷ್ಟತೆ",,,,,,,,,
,Standard deviation,"ಮಾನಕ ವಿಚಲನೆ, ಪ್ರಮಾಣಕ ವಿಪಥನ, ಶಿಷ್ಟ ವಿಪಥನ",,,,,,,,,
,Standard electrode,ಮಾನಕ ಎಲೆಕ್ಟ್ರೋಡ್,,,,,,,,,
,Standard form,ಪ್ರಮಾಣಪೂರ್ಣ ರೂಪ,,,,,,,,,
,Standard formula,ಶಿಷ್ಟ ಸೂತ್ರ,,,,,,,,,
,Standard unit,ಮಾನಕ ಮಾನ,,,,,,,,,
,Stapes,ರಿಕಾಪು,,,,,,,,,
,Star network,ನಕ್ಷತ್ರ ಜಾಲವಿನ್ಯಾಸ,,,,,,,,,
,Starch,"ಸ್ಟಾರ್ಚ್, ಪಿಷ್ಟ",,,,,,,,,
,State,"ಸ್ಥಿತಿ, ಅವಸ್ಥೆ",,,,,,,,,
,State of motion,ಚಲನೆ ಸ್ಥಿತಿ,,,,,,,,,
,State of rest,ನಿಶ್ಚಲಸ್ಥಿತಿ,,,,,,,,,
,Statement,"ಉಕ್ತಿ, ಹೇಳಿಕೆ, ನಿರೂಪಣೆ",,,,,,,,,
,Statement of a theorem,ಪ್ರಮೇಯದ ನಿರೂಪಣೆ,,,,,,,,,
,Static,ಸ್ಥಾಯೀ,,,,,,,,,
,Static electricity,ಸ್ಥಾಯೀ ವಿದ್ಯುತ್,,,,,,,,,
,Statics,ಸಮಸ್ಥಿತಿ ವಿಜ್ಞಾನ,,,,,,,,,
,Stationery,ಸ್ಥಾಯೀ,,,,,,,,,
,Stationery orbit,ಸ್ಥಾಯೀ ಕಕ್ಷೆ,,,,,,,,,
,Stationery state,ಸ್ಥಾಯೀ ಸ್ಥಿತಿ,,,,,,,,,
,Stationery wave,"ಸ್ಥಾಯೀ ತರಂಗ, ಅಲೆ",,,,,,,,,
,Statistical,"ಸಾಂಖ್ಯ, ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ",,,,,,,,,
,Statistical mechanics,ಸಂಖ್ಯಾಕಲನೀಯ ಬಲವಿಜ್ಞಾನ,,,,,,,,,
,Statistical theory,ಸಾಂಖ್ಯ ಸಿದ್ಧಾಂತ,,,,,,,,,
,Statistics,"ಅಂಕಿ ಅಂಶಗಳು, ಸಂಖ್ಯಾಕಲನವಿಜ್ಞಾನ",,,,,,,,,
,Status bar,ಸ್ಥಿತಿಪಟ್ಟಿಕೆ,,,,,,,,,
,Steady state,"ಸ್ಥಿರಸ್ಥಿತಿ, ಸಮಸ್ಥಿತಿ",,,,,,,,,
,Steam engine,"ಉಗಿಯಂತ್ರ, ಹಬೆಯಂತ್ರ",,,,,,,,,
,Stearic effect,ದಿಕ್ಕಿಗೆ ಸಂಬಂಧಿಸಿದ ಪರಿಣಾಮ,,,,,,,,,
,Steel,ಉಕ್ಕು,,,,,,,,,
,Steep,ಕಡಿದಾದ,,,,,,,,,
,Stellar evolution,ನಾಕ್ಷತ್ರಿಕ ವಿಕಾಸ,,,,,,,,,
,Stem,"ಕಾಂಡ, ಆಕರ",,,,,,,,,
