ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Explosive,ಸ್ಫೋಟಕ,,,,,,,,,
,Explosive plant,ಸ್ಫೋಟಕಗಳ ಸ್ಥಾವರ,,,,,,,,,
,Export,1. ರಫ್ತು / ನಿರ್ಯಾತ ಮಾಡು 2. ರಫ್ತು; ನಿರ್ಯಾತ,,,,,,,,,
,Expound,ಪ್ರತಿಪಾದಿಸು,,,,,,,,,
,Express,1- ವ್ಯಕ್ತಪಡಿಸು; ಪ್ರಕಟಪಡಿಸು 2. ವ್ಯಕ್ತಪಡಿಸಿದ; ವ್ಯಕ್ತ 3. ಶೀಘ್ರ; ವೇಗವಾದ,,,,,,,,,
,Express agreement,ವ್ಯಕ್ತ ಒಪ್ಪಂದ,,,,,,,,,
,Express consent,ವ್ಯಕ್ತ ಸಮ್ಮತಿ,,,,,,,,,
,Express permission,ವ್ಯಕ್ತ ಅನುಮತಿ,,,,,,,,,
,Extension,ವಿಸ್ತರಣೆ; ಬಡಾವಣೆ,,,,,,,,,
,Extension of service,ಸೇವಾವಿಸ್ತರಣೆ,,,,,,,,,
,Extension of the term of office,ಪದಾವಧಿಯ ವಿಸ್ತರಣೆ,,,,,,,,,
,Extent,ವ್ಯಾಪ್ತಿ; ವಿಸ್ತೀರ್ಣ,,,,,,,,,
,Extract,ಎಕ್ಸ್‌ಟ್ರಾಕ್ಟ್; ಸಾರಾಂಶ,,,,,,,,,
,Extraordinary leave,ಅಸಾಧಾರಣ ರಜೆ,,,,,,,,,
,Extraordinary pension,ಅಸಾಧಾರಣ ಪಿಂಚಣಿ,,,,,,,,,
,Face value,ಮುಖಬೆಲೆ; ನಮೂದುಬೆಲೆ,,,,,,,,,
,Facilitate,ಸುಲಭಗೊಳಿಸು; ಅನುಕೂಲ ಮಾಡು,,,,,,,,,
,Facility,ಸೌಲಭ್ಯ,,,,,,,,,
,Fact,ಸಂಗತಿ; ಸತ್ಯಾಂಶ; ವಾಸ್ತವಾಂಶ,,,,,,,,,
,Factories act,ಕಾರ್ಖಾನೆಗಳ ಅಧಿನಿಯಮ,,,,,,,,,
,Factory,ಕಾರ್ಖಾನೆ,,,,,,,,,
,Factory advice service and labour institute,ಕಾರ್ಖಾನೆ ಸಲಹಾಸೇವೆ ಮತ್ತು ಕಾರ್ಮಿಕ ಸಂಸ್ಥೆ,,,,,,,,,
,Facts and figures,ಅಂಕಿ ಅಂಶಗಳು,,,,,,,,,
,Fail to comply,ಪಾಲಿಸಲು ವಿಫಲನಾಗು,,,,,,,,,
,Fail to produce,ಹಾಜರುಪಡಿಸಲು ತಪ್ಪು,,,,,,,,,
,Failure,1. ವಿಫಲತೆ; ತಪ್ಪುವುದು 2. ಸೋಲು; ಅಪಜಯ,,,,,,,,,
,Failure of plant,ಸ್ಥಾ ವರದ ವಿಫಲತೆ,,,,,,,,,
,Failure report,ವಿಫಲತೆಯ ವರದಿ,,,,,,,,,
,Fair,1. ನ್ಯಾಯವಾದ; ನಿಷ್ಪಕ್ಷಪಾತ 2. ಶುಭ್ರ;ನಿರ್ಮಲ 3. ಸುಂದರ; ಸೊಗಸಾದ 4. ತೃಪ್ತಿಕರ 5. ಜಾತ್ರೆ; ಸಂತೆ; ಪ್ರದರ್ಶನ,,,,,,,,,
,Fair and amicable,ನಿಷ್ಪಕ್ಷಪಾತ ಮತ್ತು ಸೌಹಾರ್ದಯುತ,,,,,,,,,
,Fair wages,ನ್ಯಾಯವಾದ ಮಜೂರಿ,,,,,,,,,
,,ಸುಳ್ಳಾದ; ಮೋಸದ,,,,,,,,,
,Falsification,ಸುಳ್ಳಾಗಿ ಮಾಡುವುದು; ಸುಳ್ಳುಸೃಷ್ಟಿ,,,,,,,,,
,Family pension fund,ಕುಟುಂಬ ಪಿಂಚಣಿ ನಿಧಿ,,,,,,,,,
,Family pension scheme,ಕುಟುಂಬ ಪಿಂಚಣಿ ಯೋಜನೆ,,,,,,,,,
,Fare,ಪ್ರಯಾಣದರ; ಹಾಸಲು; ಬಾಡಿಗೆ,,,,,,,,,
,Fares and freights,ಹಾಸಲು ಮತ್ತು ಸಾಗಣೆಬಾಡಿಗೆ,,,,,,,,,
,Fatal cases,ಮರಣಾಂತಿಕ ಪ್ರಕರಣಗಳು,,,,,,,,,
,Federation,ಸಂಯುಕ್ತಸಂಘ; ಕೂಟ,,,,,,,,,
,Fee,ಫೀಜು; ಶುಲ್ಕ,,,,,,,,,
,Fees and allowances,ಶುಲ್ಕ ಮತ್ತು ಭತ್ಯಗಳು,,,,,,,,,
,Fertilizer industry,ರಾಸಾಯನಿಕಗೊಬ್ಬರ ಕೈಗಾರಿಕೆ,,,,,,,,,
,Figure,1. ಅಂಕಿ 2. ರೂಪ; ಆಕೃತಿ,,,,,,,,,
,File,ಫೈಲ್‌; 1. ಫೈಲ್‌ಮಾಡು; ಕಡತಕ್ಕೆ ಸೇರಿಸು 2. ಕಡತ; ದಫ್ತರ,,,,,,,,,
,Final list of votes,ಮತದಾರರ ಅಂತಿಮಪಟ್ಟಿ,,,,,,,,,
,Finance,1. ಹಣ ಒದಗಿಸು 2. ಹಣಕಾಸು ಅರ್ಥ;ವಿತ್ತ,,,,,,,,,
,Finance sub-committee,ಹಣಕಾಸಿನ ಉಪಸಮಿತಿ,,,,,,,,,
,Financial aid,ಹಣಕಾಸಿನ ನೆರವು,,,,,,,,,
,Financial status,"ಹಣಕಾಸಿನ ಅಂತಸ್ತು, ಸ್ಥಾನಮಾನ",,,,,,,,,
,Financial year,ಹಣಕಾಸಿನ ವರ್ಷ,,,,,,,,,
,Fire clay mine,ಕಾವು ಜೇಡಿಮಣ್ಣಿನ ಗಣಿ,,,,,,,,,
,First aid facilities,ಪ್ರಥಮ ಚಿಕಿತ್ಸಾ ಸೌಲಭ್ಯಗಳು,,,,,,,,,
,Fitness,ಅರ್ಹತೆ; ಯೋಗ್ಯತೆ,,,,,,,,,
,Fitness certificate,ಅರ್ಹತಾ ಪಮಾಣಪತ್ರ,,,,,,,,,
,Fitter,ಫಿಟರ್‌; ಜೋಡಿಸುವವನು,,,,,,,,,
,Fitting,ಜೋಡಣೆ,,,,,,,,,
,Fixation,ನಿಗದಿಪಡಿಸುವುದು; ಗೊತ್ತುಪಡಿಸುವುದು,,,,,,,,,
,Fixation of wage period,ಮಜೂರಿ ಅವಧಿಯ ನಿಗದಿ; ಮಜೂರಿ ಅವಧಿಯನ್ನು ನಿಗದಿಗೊಳಿಸುವುದು,,,,,,,,,
,Fixation of wages,ಮಜೂರಿಗಳನ್ನು ನಿಗದಿಪಡಿಸುವುದು,,,,,,,,,
,Fixed day,ನಿಗದಿತ ದಿನ; ಗೊತ್ತುಪಡಿಸಲಾದ ದಿನ,,,,,,,,,
,Fixed deposit,ಸಾವಧಿ ಠೇವಣಿ; ನಿಶ್ಚಿತ ಅವಧಿಯ ಠೇವಣಿ,,,,,,,,,
,Fixed salary,ನಿಗದಿತ ಸಂಬಳ,,,,,,,,,
,Flaw,ದೋಷ; ತಪ್ಪು; ನ್ಯೂನತೆ; ಕುಂದು,,,,,,,,,
,Follow-up action,ಅನುಸರಣೆ ಕ್ರಮ,,,,,,,,,
,Footnote,ಅಡಿಟಿಪ್ಪಣಿ,,,,,,,,,
,Force,1. ಬಲಾತ್ಕಾರ ಮಾಡು; ಒತ್ತಾಯಪಡಿಸು 2. ಬಲಾತ್ಕಾರ; ಒತ್ತಾಯ,,,,,,,,,
,Foregoing,ಹಿಂದೆ ಹೇಳಿದ,,,,,,,,,
,Foreign,1. ವಿದೇಶೀಯ 2. ಪರಕೀಯ,,,,,,,,,
,Foreign enterprise,ವಿದೇಶಿಯ ಉದ್ಯಮ,,,,,,,,,
,Foreman,ಫೋರ್‌ಮನ್‌; ಅಗ್ರಕಾರ್ಮಿಕ,,,,,,,,,
,Forensic,ನ್ಯಾಯಸಂಬಂಧಿ; ನ್ಯಾಯ ವ್ಯವಹಾರದ,,,,,,,,,
,Forfeit,1. ಮುಟ್ಟುಗೋಲು 2. ಹಕ್ಕು ಕಳೆದುಕೊಳ್ಳುವುದು,,,,,,,,,
,Forfeiture,1. ಮುಟ್ಟುಗೋಲು ಹಾಕು 2. ಹಕ್ಕು ಕಳೆದುಕೊಳ್ಳುವುದು,,,,,,,,,
,Forfeiture of security deposit,ಭದ್ರತಾ ಠೇವಣಿಯ ಮುಟ್ಟುಗೋಲು,,,,,,,,,
,Forfeiture of seniority,ಜ್ಯೇಷ್ಠತೆಯ ಮುಟ್ಟುಗೋಲು,,,,,,,,,
,Forfeiture of service form,ಸೇವಾ ಮುಟ್ಟುಗೋಲು,,,,,,,,,
,Forfeiture of service form,1. ರೂಪಿಸು; ನಿರ್ಮಿಸು 2. ಆಕೃತಿ; ರೂಪ 3. ವಿಧ; ರೀತಿ 4. ನಮೂನೆ; ಪ್ರಪತ್ರ 5. ತರಗತಿ; ವರ್ಗ,,,,,,,,,
,Formal,ಔಪಚಾರಿಕ; ವಿದ್ಯುಕ್ತ,,,,,,,,,
,Formality,ಔಪಚಾರಿಕತೆ,,,,,,,,,
,Former,ಹಿಂದಿನ; ಮುಂಚಿನ; ಮಾಜಿ,,,,,,,,,
,Forms of accounts,ಲೆಕ್ಕಪತ್ರಗಳ ನಮೂನೆಗಳು,,,,,,,,,
,Formula,ಸೂತ್ರ,,,,,,,,,
,Forthwith,ತತ್‌ಕ್ಷಣ; ಕೂಡಲೆ,,,,,,,,,
,Forward,1. ಮುಂದಕ್ಕೆ ಕಳುಹಿಸು; ರವಾನಿಸು 2. ಮುಂದಿನ; ಮುಂಭಾಗದ 3. ಮುಂದೆ,,,,,,,,,
,Forwarding note,ರವಾನೆ ಟಿಪ್ಪಣಿ,,,,,,,,,
,Found guilty,ತಪ್ಪಿತಸ್ಥನೆಂದು ರುಜುವಾತಾದ,,,,,,,,,
,Fraction,ಭಾಗ; ಅಂಶ,,,,,,,,,
,Fraction of a year,ವರ್ಷದ ಭಾಗ,,,,,,,,,
,Fracture of limbs,ಅವಯವಗಳ ಮುರಿತ,,,,,,,,,
,Framing of issues,ವಿವಾದಾಂಶಗಳನ್ನು ರೂಪಿಸುವುದು,,,,,,,,,
,Fraud on registration,ನೋಂದಣಿಗೆ ಮೋಸ; ನೋಂದಣಿಯಲ್ಲಿ ಮಾಡಿದ ಮೋಸ,,,,,,,,,
,Fraudulent,ಮೋಸದ,,,,,,,,,
,Fraudulent statement,ಮೋಸದ ಹೇಳಿಕೆ / ವಿವರಡೆ / ವಿವರಪತ್ರ,,,,,,,,,
,Freight,ರವಾನೆಶುಲ್ಕ; ಸಾಗಣೆ ಬಾಡಿಗೆ,,,,,,,,,
,Frequent,ಮತ್ತೆ ಮತ್ತೆ / ಪದೇ ಪದೇ ಬರುವ,,,,,,,,,
,Friction,ಘರ್ಷಣೆ; ತಿಕ್ಕಾಟ,,,,,,,,,
,Frivolous,ಕ್ಷುದ್ರ; ಕ್ಷುಲ್ಲಕ,,,,,,,,,
,From time to time,ಕಾಲಕಾಲಕ್ಕೆ,,,,,,,,,
,Fulfillment,ಈಡೇರಿಕೆ; ನೆರವೇರಿಕೆ,,,,,,,,,
,Full address,ಪೂರ್ಣ ವಿಳಾಸ,,,,,,,,,
,Full endorsement,1. ಪೂರ್ಣ ಹಿಂಬರಹ 2. ಪೂರ್ಣಬೆಂಬಲ,,,,,,,,,
,Full value,ಪೂರ್ಣಮೌಲ್ಯ,,,,,,,,,
,Fundamental rules,ಮೂಲಭೂತ ನಿಯಮಗಳು,,,,,,,,,
,Furnish,1. ಒದಗಿಸು 2. ಸಜ್ಜುಗೊಳಿಸು; ಅಲಂಕರಿಸು,,,,,,,,,
,Further claim,ಹೆಚ್ಚಿನ ಹಕ್ಕುಸಾಧನೆ,,,,,,,,,
,Further direction,ಹೆಚ್ಚಿನ ನಿರ್ದೇಶನ,,,,,,,,,
,Further particulars,ಹೆಚ್ಚಿನ ವಿವರಗಳು,,,,,,,,,
,Garden hospital,ತೋಟದ ಆಸ್ಪತ್ರೆ,,,,,,,,,
,Gate meeting,ಗೇಟ್ ಮೀಟಿಂಗ್,,,,,,,,,
,Gazette,ಗೆಜೆಟ್‌; ರಾಜ್ಯಪತ್ರ,,,,,,,,,
,Gazette notification,ರಾಜ್ಯಪತ್ರಾಧಿ ಸೂಚನೆ,,,,,,,,,
,Gazetted,ಗೆಜೆಟೆಡ್‌; ರಾಜ್ಯಪತ್ರಾಂಕಿತ,,,,,,,,,
,Gazetted officer,ರಾಜ್ಯಪತ್ರಾಂಕಿತ ಅಧಿಕಾರಿ,,,,,,,,,
,Gazetted post,ರಾಜ್ಯಪತ್ರಾಂಕಿತ ಹುದ್ದೆ,,,,,,,,,
,General acceptability,ಸಾಮಾನ್ಯ ಅಂಗೀಕಾರಾರ್ಹತೆ,,,,,,,,,
,General acceptance,ಸಾಮಾನ್ಯ ಅಂಗೀಕಾರ,,,,,,,,,
,General application,ಸಾಮಾನ್ಯ ಅನ್ವಯ,,,,,,,,,
,General body meeting,ಸರ್ವಸದಸ್ಯರ ಸಭೆ,,,,,,,,,
,General circular,ಸಾಮಾನ್ಯ ಪರಿಪತ್ರ,,,,,,,,,
,General clause,ಸಾಮಾನ್ಯಖಂಡ,,,,,,,,,
,General clauses act 1897,ಸಾಮಾನ್ಯಖಂಡಗಳ ಅಧಿನಿಯಮ1897,,,,,,,,,
,General conduct,ಸಾಮಾನ್ಯ ನಡತೆ,,,,,,,,,
,General control,ಸಾಮಾನ್ಯ ನಿಯಂತ್ರಣ,,,,,,,,,
,General fund,ಸಾಮಾನ್ಯನಿಧಿ,,,,,,,,,
,General instruction,ಸಾಮಾನ್ಯ ಅನುದೇಶ / ತಿಳಿವಳಿಕೆ,,,,,,,,,
,General manager,ಜನರಲ್‌ ಮ್ಯಾನೇಜರ್‌; ಪ್ರಧಾನ ವ್ಯವಸ್ಥಾಪಕ,,,,,,,,,
,General statement,1. ಸಾಮಾನ್ಯ ಹೇಳಿಕೆ / ವಿವರಣೆ 2. ಸಾಮಾನ್ಯವಿವರಣಪಟ್ಟ,,,,,,,,,
,Ginning factory,ಜಿನ್ನಿಂಗ್ ಫ್ಯಾಕ್ಟರಿ; ಹತ್ತಿಯಿಂದ ಬೀಜವನ್ನು ಬೇರ್ಪಡಿಸುವ ಯಂತ್ರದ ಕಾರ್ಖಾನೆ,,,,,,,,,
,Give effect to,ಕಾರ್ಯರೂಪಕ್ಕೆ ತರು,,,,,,,,,
,Go-slow,ಮಂದಗತಿಯ; ನಿಧಾನ,,,,,,,,,
,Go-slow strike,ನಿಧಾನ ಮುಷ್ಕರ,,,,,,,,,
,Govem,ಆಳು; ಅಧಿಕಾರ ನಡೆಸು,,,,,,,,,
,Governing body,ಆಡಳಿತ ಮಂಡಲಿ,,,,,,,,,
,Grant of advance,ಮುಂಗಡದ ಮಂಜೂರಾತಿ,,,,,,,,,
,Grant of licence,ಲೈಸೆನ್ಸ್‌ ಮಂಜೂರಾತಿ,,,,,,,,,
,Grant of temporary certificate,ತಾತ್ಕಾಲಿಕ ಪ್ರಮಾಣಪತ್ರದ ಮಂಜೂರಾತಿ,,,,,,,,,
,Gratification,1. ತೃಪ್ತಿ 2. ಪ್ರತಿಫಲ 3. ಲಂಚ,,,,,,,,,
,Gratuity,ಗ್ರಾಚುಯಿಟಿ; ಉಪದಾನ,,,,,,,,,
,Gratuity fund,ಉಪದಾನ ನಿಧಿ,,,,,,,,,
,Grievance,ಅಸಮಾಧಾನ / ಕಾರಣ; ಕುಂದುಕೊರತೆ; ದೂರು,,,,,,,,,
,Grievance committee,ಕುಂದುಕೊರತೆಗಳ ಸಮಿತಿ,,,,,,,,,
,Gross,ಒಟ್ಟು; ಪೂರ್ತಿ,,,,,,,,,
,Gross amount,ಒಟ್ಟು ಮೊಬಲಗು,,,,,,,,,
,Gross earning,ಒಟ್ಟು ಗಳಿಕೆ,,,,,,,,,
,Gross income,ಒಟ್ಟು ಆದಾಯ,,,,,,,,,
,Ground,ಕಾರಣ; ಆಧಾರ,,,,,,,,,
,Group,ಸಮೂಹ; ಗುಂಪು; ವರ್ಗ,,,,,,,,,
,Group insurance,ಸಮೂಹ ವಿಮೆ,,,,,,,,,
,Group personal accident insurance scheme,ಸಾಮೂಹಿಕ ವೈಯಕ್ತಿಕ ಅಪಘಾತ ವಿಮಾಯೋಜನೆ,,,,,,,,,
,Guaranteed time rate,ಖಾತರಿ ಕೊಡಲಾದ ಕಾಲದರ,,,,,,,,,
,Guest house,ಅತಿಥಿಗೃಹ,,,,,,,,,
,Guilty,ತಪ್ಪುಮಾಡಿದ; ತಪ್ಪಿತಸ್ಥ ದೋಷಿಯಾದ; ಅಪರಾಧಿಯಾದ,,,,,,,,,
,Habitual absence,ರೂಢಿಗತ ಗೈರುಹಾಜರಿ,,,,,,,,,
,Habitual breach,ರೂಢಿಗತ ಉಲ್ಲಂಘನೆ,,,,,,,,,
,Half-pay leave,ಅರ್ಧವೇತನ ರಜೆ,,,,,,,,,
,Half-yearly accounts,ಅರ್ಧವಾರ್ಷಿಕ ಲೆಕ್ಕ ಪತ್ರಗಳು,,,,,,,,,
,Halting allowance,ತಂಗುಭತ್ಯೆ,,,,,,,,,
,Halting station,ತಂಗುವ ಸ್ಥಾನ,,,,,,,,,
,Handbill,ಕರಪತ್ರ,,,,,,,,,
,Hand-book,ಕೈಪಿಡಿ; ಕೈ ಹೊತ್ತಗೆ,,,,,,,,,
,Hard labour,ಕಠಿಣಶ್ರಮ,,,,,,,,,
,Harmony,ಸಾಮರಸ್ಯ; ಹೊಂದಿಕೆ,,,,,,,,,
,Hazardous,ಆಪತ್ತಿಕಾರಕ,,,,,,,,,
,Hazardous occupation,ಆಪತ್ತಿಕಾರಕ ಉದ್ಯೋಗ,,,,,,,,,
,Head of account,ಲೆಕ್ಕದ ಶೀರ್ಷಿಕೆ,,,,,,,,,
,Head of office,ಕಚೇರಿಯ ಮುಖ್ಯಾಧಿಕಾರಿ,,,,,,,,,
,Head office,ಪ್ರಧಾನ ಕಚೇರಿ,,,,,,,,,
,Hearing,ಹಿಯರಿಂಗ್‌; ಮುದ್ದತು; ಪೇಶಿ; (ಮೊಕದ್ದಮೆಯ) ವಿಚಾರಣೆ,,,,,,,,,
,Hearing of appeal,ಅಪೀಲಿನ ವಿಚಾರಣೆ,,,,,,,,,
,Highly skilled,ಅತಿಕುಶಲ,,,,,,,,,
,Hire,1. ಬಾಡಿಗೆಗೆ ತೆಗೆದುಕೊಳ್ಳು 2. ಬಾಡಿಗೆ; ಕೂಲಿ; ಮಜೂರಿ,,,,,,,,,
,Holding,ಹಿಡುವಳಿ,,,,,,,,,
,Honorary member,ಗೌರವಸದಸ್ಯ,,,,,,,,,
,Hostel,ಹಾಸ್ಟೆಲ್‌; ವಿದ್ಯಾರ್ಥಿನಿಲಯ,,,,,,,,,
,Hour and limitation of employment,ಉದ್ಯೋಗದ ವೇಳೆ ಮತ್ತು ನಿರ್ಬಂಧ,,,,,,,,,
,Hours of work,ಕೆಲಸದ ವೇಳೆ,,,,,,,,,
,House-keeper,ಗೃಹಕೃತ್ಯ ನಡೆಸುವವಳು,,,,,,,,,
,Housing facility,ವಸತಿಸೌಲಭ್ಯ,,,,,,,,,
,Identity card,ಗುರುತಿನ ಚೀಟಿ,,,,,,,,,
,Illegal,ಕಾನೂನುಬಾಹಿರ,,,,,,,,,
,Illegal strike,ಕಾನೂನುಬಾಹಿರ ಮುಷ್ಕರ,,,,,,,,,
,Immediate cause,ನಿಕಟ ಕಾರಣ,,,,,,,,,
,Immediate employer,ನಿಕಟ ನಿಯೋಜಕ,,,,,,,,,
,Immediately preceeding the accident,ಅಪಘಾತಕ್ಕೆ ನಿಕಟ ಹಿಂದಿನ,,,,,,,,,
,Immigrant,ವಲಸೆ ಬರುವವನು; ವಲಸೆಗಾರ,,,,,,,,,
,Impartial,ನಿಷ್ಪಕ್ಷಪಾತ,,,,,,,,,
,Impediment,ಅಡಚಣೆ; ಅಡ್ಡಿ,,,,,,,,,
,Implementation unit,ಕಾರ್ಯಗತಗೊಳಿಸುವ ಘಟಕ,,,,,,,,,
,Implementing authority,ಕಾರ್ಯಗತಗೊಳಿಸುವ ಪ್ರಾಧಿಕಾರ,,,,,,,,,
,Imply,ಇಂಗಿತವಾಗು; ಒಳಗೊಳ್ಳು,,,,,,,,,
,Import,ಆಮದು; ಆಯಾತ,,,,,,,,,
,Importance,ಪ್ರಾಧಾನ್ಯ; ಮಹತ್ವ,,,,,,,,,
,Impose,ವಿಧಿಸು; ಹೊರಿಸು; ಹೇರು,,,,,,,,,
,Imposition and collection of duty,ಸುಂಕ ವಿಧಿಸುವುದು ಮತ್ತು ಸಂಗ್ರಹಿಸುವುದು,,,,,,,,,
,Imposition of cess,ಉಪಕರ ವಿಧಿಸುವುದು,,,,,,,,,
,Impound,1. ದೊಡ್ಡಿಗೆ ಕೂಡು 2. ವಶಪಡಿಸಿಕೊಳ್ಳು 3. ಪರಿಬದ್ಧಗೊಳಿಸು,,,,,,,,,
,Impracticable,ಕಾರ್ಯಸಾಧ್ಯವಿಲ್ಲದ; ಅವ್ಯವಹಾರ್ಯ,,,,,,,,,
,Impression,1. ಭಾವನೆ; ಅಭಿಪ್ರಾಯ 2. ಪರಿಣಾಮ; ಪ್ರಭಾವ 3. ಗುರುತು; ಮುದ್ರೆ; ಅಚ್ಚು,,,,,,,,,
,Imprest,ಇಂಪ್ರೆಸ್ಟ್‌; ಕೈ ಹಣ;ಕಚೇರಿಯ ದಿನನಿತ್ಯದ ಕೆಲಸದ ಖರ್ಚಿಗಾಗಿ ಒಬ್ಬನಿಗೆ ಮುಂಗಡವಾಗಿ ಕೊಟ್ಟ ಹಣ,,,,,,,,,
,Improper,ಅನುಚಿತ,,,,,,,,,
,Impropriety,ಅನೌಚಿತ್ಯ,,,,,,,,,
,Improvement,ಸುಧಾರಣೆ,,,,,,,,,
,In abeyance,ನಿಲಂಬನೆಯಲ್ಲಿರುವ; ತಡೆಹಿಡಿದ,,,,,,,,,
,Inability,ಅಸಮರ್ಥತೆ,,,,,,,,,
,In accordance with rules,ನಿಯಮಗಳಿಗೆ ಅನುಸಾರವಾಗಿ,,,,,,,,,
,In addition to,ಜೊತೆಗೆ; ಇದರೊಂದಿಗೆ,,,,,,,,,
,In advance,ಮುಂಗಡವಾಗಿ; ಮುಂಚಿತವಾಗಿ,,,,,,,,,
,In all respects,ಎಲ್ಲಾ ವಿಧದಲ್ಲಿಯೂ,,,,,,,,,
,In camera,ರಹಸ್ಯವಾಗಿ,,,,,,,,,
,In contravention of,ಅದನ್ನು ಉಲ್ಲಂಘಿಸಿ,,,,,,,,,
,incorporated company,ನಿಗಮಿತ ಕಂಪೆನಿ,,,,,,,,,
,Inaccuracy,ಸರಿಯಲ್ಲದ್ದು; ತಪ್ಪು,,,,,,,,,
,Inadequate,ಸಾಕಷ್ಟಿಲ್ಲದ; ಸಾಕಾಗದ,,,,,,,,,
,In admissible,ಒಪ್ಪಲಾಗದ; ಅಂಗೀಕರಿಸಲಾಗದ,,,,,,,,,
,Inadvertence,ಅಜಾಗರೂಕತೆ; ಅಲಕ್ಷ್ಯ,,,,,,,,,
,Incapable,ಅಸಮರ್ಥ; ಕೈಲಾಗದ,,,,,,,,,
,Incentive bonus,ಪ್ರೋತ್ಸಾಹಕ ಬೋನಸ್ಸು,,,,,,,,,
,Incidental,ಪ್ರಾಸಂಗಿಕ; ಆನುಷಂಗಿಕ,,,,,,,,,
,Incompatible,ಅಸಮಂಜಸ; ಅಸಂಬದ್ಧ,,,,,,,,,
,Inconsistent,ಅಸಂಗತ; ಹೊಂದಿಕೆಯಿಲ್ಲದ,,,,,,,,,
,Incorporation,1. ನಿಗಯಿಕರಣ 2. ಸೇರಿಸುವುದು,,,,,,,,,
,Incredible,ನಂಬಲರ್ಹವಲ್ಲದ,,,,,,,,,
,Increment,(ವೇತನ) ಬಡತಿ,,,,,,,,,
,Incumbent,1. ಪದಸ್ಥ; ಪದಧಾರಕ; ಯಾವುದಾದರೂ ಅಧಿಕಾರದಲ್ಲಿರುವವನು 2. ಮೇಲೆ ಬಿದ್ದಿರುವ; ಅನಿವಾರ್ಯ,,,,,,,,,
,Indecent,ಅಸಭ್ಯ,,,,,,,,,
,Indemnity,ನಷ್ಟಭರ್ತಿ,,,,,,,,,
,Indemnity bond,ನಷ್ಟಭರ್ತಿಬಂಧಪತ್ರ,,,,,,,,,
,Indent,ಇಂಡೆಂಟ್‌; 1. ಇಂಡೆಂಟ್‌ ಹಾಕು; ಬೇಕಾದ ಸಾಮಾನಿಗೆ ಕೋರಿಕೆಪತ್ರ ಕಳುಹಿಸು 2. ಕೋರಿಕೆಪತ್ರ ಸೂಚಿ,,,,,,,,,
,Index,ಸೂಚಿ,,,,,,,,,
,Index card,ಇಂಡೆಕ್ಸ್‌ ಕಾಡ್‌; ಸೂಚೀಪತ್ರ,,,,,,,,,
,Indian penal code,ಭಾರತ ದಂಡಸಂಹಿತೆ,,,,,,,,,
,Indian standard time,ಭಾರತ ಮಾನಕ ವೇಳೆ,,,,,,,,,
,Indian trade unions act 1926,ಭಾರತ ಟ್ರೇಡ್ ‌ಯೂನಿಯನ್‌ಗಳ ಅಧಿನಿಯಮ 1926,,,,,,,,,
,Indirect election,ಅಪ್ರತ್ಯಕ್ಷ ಚುನಾವಣೆ,,,,,,,,,
,Indiscipline,ಅಶಿಸ್ತು,,,,,,,,,
,Indiscriminate,ತಾರತಮ್ಯವಿಲ್ಲದ; ಗೊತ್ತುಗುರಿಯಿಲ್ಲದ; ವಿವೇಚನೆಯಿಲ್ಲದ,,,,,,,,,
,Individual grievance,ವೈಯಕ್ತಿಕ ಕುಂದುಕೊರತೆ,,,,,,,,,
,Industrial disputes act 1947,ಕೈಗಾರಿಕಾ ವಿವಾದಗಳ ಅಧಿನಿಯಮ1947,,,,,,,,,
,Industrial employment (standing orders) act 1946,ಕೈಗಾರಿಕಾ ಉದ್ಯೋಗ (ಸ್ಥಾಯಿ ಆದೇಶಗಳ) ಅಧಿನಿಯಮ 1946,,,,,,,,,
,Industrial establishment,ಕೈಗಾರಿಕಾ ಸಂಸ್ಥೆ,,,,,,,,,
,Industrial occupation,ಕೈಗಾರಿಕಾ ಉದ್ಯೋಗ,,,,,,,,,
,Industrial peace,ಕೈಗಾರಿಕಾ ಶಾಂತಿ,,,,,,,,,
,Industrial premises,ಕೈಗಾರಿಕಾ ಸ್ಥಳ,,,,,,,,,
,Industrial statistics act 1942,ಕೈಗಾರಿಕಾ ಅಂಕಿಅಂಶಗಳ ಅಧಿನಿಯಮ 1942,,,,,,,,,
,Industrial tribunal,ಕೈಗಾರಿಕಾ ನ್ಯಾಯಾಧಿಕರಣ,,,,,,,,,
,Industrial tribunal rules 1948,ಕೈಗಾರಿಕಾ ನ್ಯಾಯಾಧಿಕರಣ ನಿಯಮಗಳು 1948,,,,,,,,,
,Industrial truce resolution,ಕೈಗಾರಿಕಾ ವಿವಾದವಿರಾಮ ನಿರ್ಣಯ,,,,,,,,,
